team,season,name,team,position,situation,games_played,xGoalsPercentage,corsiPercentage,fenwickPercentage,iceTime,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst
NYI,2024,NYI,NYI,Team Level,4on5,80,0.13,0.15,0.17,16863.0,62.21,5.63,3.01,8.67,1.82,18.95,43.91,5.56,5.63,5.56,68.0,14.0,9.0,91.0,9.0,3.0,1.0,7.0,0.0,14.0,49.0,59.0,73.0,3.0,6.0,171.0,37.0,22.0,18.0,57.0,20.0,5.0,1.74,2.43,1.46,2.0,5.0,2.0,91.0,82.0,82.0,13.0,0.68,0.28,0.28,6.03,6.03,6.01,294.47,37.12,26.84,63.54,9.68,172.97,90.84,34.78,37.12,34.78,266.0,135.0,122.0,523.0,45.0,41.0,4.0,51.0,0.0,140.0,124.0,221.0,356.0,4.0,8.0,152.0,17.0,14.0,45.0,286.0,66.0,49.0,8.04,8.0,21.08,10.0,8.0,27.0,523.0,401.0,401.0,10.0,6.94,7.74,7.67,36.39,36.39,35.23
NYI,2024,NYI,NYI,Team Level,5on4,80,0.88,0.88,0.86,21094.0,296.18,29.92,28.25,69.95,10.47,173.8,92.62,28.29,29.92,28.29,283.0,122.0,136.0,541.0,25.0,47.0,3.0,70.0,1.0,136.0,126.0,258.0,380.0,10.0,18.0,222.0,20.0,15.0,71.0,295.0,76.0,34.0,6.97,9.02,13.93,2.0,10.0,13.0,541.0,405.0,405.0,11.0,7.53,7.29,7.17,30.27,30.27,28.96,50.53,4.03,2.43,7.59,1.55,16.09,35.32,3.97,4.03,3.97,54.0,13.0,9.0,76.0,6.0,3.0,0.0,1.0,0.0,13.0,44.0,48.0,61.0,4.0,8.0,153.0,46.0,23.0,30.0,51.0,12.0,4.0,1.52,1.41,1.09,5.0,1.0,0.0,76.0,67.0,67.0,24.0,0.55,0.69,0.69,3.88,3.88,3.87
VAN,2024,VAN,VAN,Team Level,other,80,0.51,0.51,0.51,11232.0,152.65,35.55,9.78,27.67,5.32,79.66,55.01,32.63,35.55,32.63,129.0,84.0,68.0,281.0,29.0,18.0,4.0,14.0,1.0,73.0,78.0,100.0,184.0,3.0,6.0,122.0,36.0,8.0,37.0,109.0,46.0,58.0,4.2,5.4,25.96,6.0,5.0,18.0,281.0,213.0,213.0,15.0,2.86,6.54,6.67,31.75,31.75,29.77,149.36,33.95,10.12,28.03,4.97,76.55,51.44,32.32,33.95,32.32,138.0,68.0,66.0,272.0,47.0,15.0,5.0,13.0,1.0,63.0,67.0,91.0,159.0,9.0,16.0,98.0,29.0,14.0,39.0,110.0,44.0,52.0,4.27,5.16,24.52,9.0,10.0,28.0,272.0,206.0,206.0,18.0,2.9,5.22,5.22,31.56,31.56,30.46
VAN,2024,VAN,VAN,Team Level,all,80,0.49,0.49,0.49,292539.0,2272.03,222.33,150.49,547.4,76.93,1248.45,919.41,211.58,223.11,212.34,2042.0,1123.0,1293.0,4458.0,230.0,224.0,34.0,419.0,7.0,1069.0,1216.0,1812.0,2935.0,287.0,649.0,2167.0,2172.0,349.0,1070.0,2406.0,487.0,272.0,64.75,60.93,96.65,91.0,67.0,72.0,4474.46,3165.0,3178.12,512.0,33.41,52.33,52.33,203.41,204.1,198.55,2410.46,234.17,159.89,586.38,81.76,1311.75,960.12,223.77,234.75,224.33,2151.0,1184.0,1290.0,4625.0,246.0,240.0,38.0,442.0,3.0,1111.0,1293.0,1905.0,3089.0,286.0,651.0,2252.0,1649.0,336.0,1214.0,2480.0,587.0,268.0,67.69,74.21,92.27,100.0,72.0,74.0,4625.64,3335.0,3336.81,548.0,35.38,53.43,53.78,215.71,216.03,210.64
VAN,2024,VAN,VAN,Team Level,5on5,80,0.49,0.49,0.48,238718.0,1772.55,143.97,112.0,446.43,59.58,975.31,728.69,137.76,144.76,138.53,1590.0,876.0,1076.0,3542.0,150.0,167.0,23.0,351.0,5.0,825.0,968.0,1440.0,2316.0,267.0,609.0,1695.0,2027.0,311.0,935.0,1938.0,365.0,163.0,51.82,46.28,45.87,75.0,48.0,27.0,3558.46,2466.0,2479.12,466.0,23.1,36.3,36.18,130.9,131.59,129.24,1890.72,151.97,118.17,483.23,63.93,1034.48,773.22,146.02,152.54,146.59,1662.0,963.0,1071.0,3696.0,159.0,180.0,26.0,364.0,2.0,890.0,1030.0,1503.0,2466.0,261.0,603.0,1755.0,1560.0,291.0,1036.0,2049.0,424.0,152.0,53.95,54.49,43.52,85.0,49.0,25.0,3696.64,2625.0,2626.81,477.0,24.47,37.77,38.11,138.33,138.64,136.09
VAN,2024,VAN,VAN,Team Level,4on5,80,0.08,0.14,0.15,21933.0,57.76,3.99,2.45,8.58,1.8,18.31,42.88,3.95,3.99,3.95,59.0,19.0,12.0,90.0,4.0,3.0,0.0,1.0,1.0,19.0,50.0,55.0,74.0,7.0,14.0,171.0,81.0,17.0,33.0,64.0,12.0,2.0,1.81,1.72,0.46,1.0,2.0,1.0,90.0,78.0,78.0,23.0,0.56,0.21,0.21,4.34,4.34,4.31,316.0,43.29,28.51,66.98,10.97,181.82,96.41,40.49,43.29,40.49,291.0,137.0,142.0,570.0,34.0,41.0,7.0,60.0,0.0,150.0,143.0,257.0,394.0,10.0,20.0,217.0,17.0,21.0,92.0,266.0,105.0,57.0,7.83,12.87,22.59,5.0,9.0,20.0,570.0,428.0,428.0,14.0,7.3,10.09,10.09,40.51,40.51,38.8
VAN,2024,VAN,VAN,Team Level,5on4,80,0.89,0.86,0.84,20656.0,289.07,38.81,26.26,64.7,10.22,175.18,92.82,37.24,38.81,37.24,264.0,144.0,137.0,545.0,47.0,36.0,7.0,53.0,0.0,152.0,120.0,217.0,361.0,10.0,20.0,179.0,28.0,13.0,65.0,295.0,64.0,49.0,6.92,7.52,24.37,9.0,12.0,26.0,545.0,408.0,408.0,8.0,6.89,9.28,9.28,36.42,36.42,35.23,54.37,4.97,3.09,8.13,1.88,18.88,39.04,4.93,4.97,4.93,60.0,16.0,11.0,87.0,6.0,4.0,0.0,5.0,0.0,8.0,53.0,54.0,70.0,6.0,12.0,182.0,43.0,10.0,47.0,55.0,14.0,7.0,1.63,1.69,1.65,1.0,4.0,1.0,87.0,76.0,76.0,39.0,0.7,0.35,0.35,5.32,5.32,5.29
DET,2024,DET,DET,Team Level,other,79,0.49,0.47,0.49,9619.0,135.71,37.41,9.44,23.31,4.53,66.37,41.95,33.43,37.41,33.43,123.0,60.0,56.0,239.0,30.0,13.0,3.0,24.0,1.0,54.0,61.0,93.0,153.0,1.0,2.0,122.0,23.0,15.0,31.0,85.0,44.0,54.0,3.29,5.53,28.59,2.0,8.0,20.0,239.0,183.0,183.0,8.0,2.81,4.35,4.78,35.44,35.44,32.75,142.49,38.81,9.65,24.94,4.72,74.01,39.88,35.55,38.81,35.55,127.0,65.0,81.0,273.0,34.0,17.0,0.0,24.0,0.0,72.0,45.0,93.0,158.0,7.0,14.0,120.0,34.0,18.0,30.0,82.0,52.0,58.0,3.24,6.28,29.29,6.0,5.0,23.0,273.0,192.0,192.0,10.0,2.89,5.67,5.77,35.93,35.93,33.48
DET,2024,DET,DET,Team Level,all,79,0.49,0.48,0.49,287581.0,2403.41,248.55,161.2,575.93,80.44,1287.49,923.38,235.04,248.35,234.83,2152.0,1125.0,1239.0,4516.0,221.0,242.0,26.0,423.0,9.0,1047.0,1335.0,1931.0,3056.0,209.0,449.0,2203.0,1520.0,349.0,1214.0,2353.0,641.0,283.0,67.66,79.81,101.09,67.0,78.0,76.0,4496.25,3277.0,3271.52,598.0,35.91,53.78,53.78,230.68,230.44,223.52,2507.42,258.25,166.76,608.78,84.91,1352.09,970.21,243.94,260.01,245.62,2259.0,1182.0,1361.0,4802.0,249.0,252.0,27.0,488.0,7.0,1128.0,1317.0,2010.0,3192.0,258.0,545.0,2268.0,1775.0,370.0,1207.0,2479.0,665.0,297.0,69.37,81.54,107.34,94.0,74.0,81.0,4837.16,3441.0,3460.21,578.0,36.82,55.84,55.86,239.21,240.86,233.61
DET,2024,DET,DET,Team Level,5on5,79,0.48,0.48,0.48,240421.0,1876.55,158.81,117.78,471.94,63.42,1006.67,752.37,152.48,158.61,152.27,1669.0,902.0,1035.0,3606.0,134.0,187.0,15.0,353.0,6.0,809.0,1082.0,1535.0,2437.0,194.0,419.0,1742.0,1438.0,306.0,1094.0,1943.0,469.0,159.0,55.01,58.63,45.17,54.0,56.0,24.0,3586.25,2571.0,2565.52,561.0,24.44,39.33,38.9,144.34,144.1,142.04,2034.13,171.69,129.48,517.99,69.45,1098.35,814.04,164.03,173.45,165.71,1819.0,982.0,1117.0,3918.0,156.0,193.0,19.0,426.0,4.0,913.0,1109.0,1663.0,2645.0,235.0,499.0,1845.0,1684.0,327.0,1104.0,2102.0,522.0,177.0,57.39,64.19,50.12,76.0,58.0,22.0,3953.16,2801.0,2820.21,537.0,26.83,39.71,39.63,158.9,160.55,157.57
DET,2024,DET,DET,Team Level,4on5,79,0.06,0.09,0.1,16615.0,34.6,2.58,1.48,5.76,1.03,10.49,23.66,2.47,2.58,2.47,37.0,8.0,7.0,52.0,2.0,1.0,0.0,2.0,0.0,4.0,36.0,35.0,43.0,3.0,6.0,140.0,49.0,17.0,30.0,36.0,6.0,3.0,1.0,0.74,0.84,1.0,1.0,0.0,52.0,45.0,45.0,26.0,0.34,0.29,0.29,2.64,2.64,2.61,287.99,43.92,25.32,59.57,9.35,165.67,86.17,40.64,43.92,40.64,267.0,123.0,151.0,541.0,53.0,39.0,8.0,35.0,3.0,136.0,124.0,214.0,337.0,9.0,18.0,142.0,8.0,6.0,37.0,252.0,79.0,59.0,7.35,9.34,27.22,8.0,10.0,35.0,541.0,390.0,390.0,3.0,6.56,9.99,9.99,40.5,40.5,38.73
DET,2024,DET,DET,Team Level,5on4,79,0.93,0.9,0.89,20926.0,356.54,49.75,32.49,74.93,11.47,203.96,105.4,46.65,49.75,46.65,323.0,155.0,141.0,619.0,55.0,41.0,8.0,44.0,2.0,180.0,156.0,268.0,423.0,11.0,22.0,199.0,10.0,11.0,59.0,289.0,122.0,67.0,8.36,14.91,26.49,10.0,13.0,32.0,619.0,478.0,478.0,3.0,8.31,9.8,9.8,48.26,48.26,46.11,42.81,3.82,2.31,6.27,1.4,14.06,30.13,3.72,3.82,3.72,46.0,12.0,12.0,70.0,6.0,3.0,0.0,3.0,0.0,7.0,39.0,40.0,52.0,7.0,14.0,161.0,49.0,19.0,36.0,43.0,12.0,3.0,1.4,1.72,0.71,4.0,1.0,1.0,70.0,58.0,58.0,28.0,0.53,0.48,0.48,3.88,3.88,3.83
WPG,2024,WPG,WPG,Team Level,other,81,0.48,0.49,0.51,9592.0,132.45,29.69,8.99,24.23,4.49,74.71,44.97,28.49,29.69,28.49,127.0,61.0,58.0,246.0,45.0,8.0,3.0,17.0,1.0,61.0,56.0,82.0,143.0,2.0,4.0,114.0,30.0,10.0,25.0,110.0,38.0,40.0,4.0,4.7,20.99,9.0,9.0,27.0,246.0,188.0,188.0,18.0,2.68,2.5,1.83,30.47,30.47,29.44,128.6,31.94,9.13,23.06,4.28,67.57,42.02,29.64,31.94,29.64,116.0,62.0,78.0,256.0,29.0,17.0,2.0,17.0,1.0,66.0,48.0,87.0,149.0,3.0,6.0,103.0,31.0,12.0,22.0,96.0,32.0,50.0,3.77,4.02,24.14,3.0,3.0,23.0,256.0,178.0,178.0,9.0,2.63,4.99,4.99,29.57,29.57,27.94
WPG,2024,WPG,WPG,Team Level,all,81,0.53,0.5,0.5,293924.0,2517.54,253.92,168.2,611.31,84.98,1364.39,992.27,242.18,257.04,245.17,2271.0,1205.0,1233.0,4709.0,273.0,266.0,39.0,505.0,6.0,1082.0,1344.0,1998.0,3203.0,226.0,501.0,2183.0,1687.0,412.0,1135.0,2509.0,670.0,297.0,68.65,82.39,102.88,89.0,90.0,94.0,4787.6,3476.0,3526.54,544.0,37.26,56.53,56.59,234.53,237.35,231.35,2459.08,228.15,164.0,612.75,84.22,1348.63,977.24,217.81,227.06,216.71,2198.0,1217.0,1363.0,4778.0,189.0,248.0,22.0,492.0,6.0,1181.0,1299.0,2009.0,3226.0,245.0,529.0,2240.0,1974.0,396.0,1195.0,2606.0,562.0,247.0,71.91,70.36,85.89,73.0,51.0,65.0,4712.81,3415.0,3383.54,562.0,36.26,47.54,47.54,216.87,215.7,210.32
WPG,2024,WPG,WPG,Team Level,5on5,81,0.53,0.5,0.51,246311.0,2046.65,173.88,130.14,520.56,69.27,1106.37,831.78,166.73,177.0,169.72,1818.0,1014.0,1059.0,3891.0,169.0,219.0,28.0,436.0,5.0,876.0,1127.0,1649.0,2663.0,210.0,469.0,1753.0,1606.0,361.0,1019.0,2120.0,526.0,186.0,56.96,64.51,52.41,71.0,67.0,31.0,3969.6,2832.0,2882.54,493.0,27.07,44.17,44.23,156.7,159.53,156.45,1980.03,154.71,125.74,514.48,68.01,1093.01,806.07,149.16,153.62,148.05,1765.0,997.0,1120.0,3882.0,118.0,187.0,19.0,427.0,5.0,959.0,1066.0,1647.0,2644.0,218.0,475.0,1788.0,1867.0,352.0,1083.0,2177.0,445.0,140.0,60.21,55.8,38.7,61.0,35.0,22.0,3816.81,2762.0,2730.54,522.0,26.01,35.8,35.8,144.93,143.74,141.36
WPG,2024,WPG,WPG,Team Level,4on5,81,0.1,0.1,0.12,19180.0,41.54,3.95,2.14,5.94,1.37,13.4,28.21,3.88,3.95,3.88,41.0,14.0,7.0,62.0,1.0,1.0,0.0,3.0,0.0,11.0,39.0,40.0,54.0,6.0,12.0,147.0,38.0,24.0,33.0,36.0,14.0,5.0,0.86,1.85,1.25,0.0,1.0,0.0,62.0,55.0,55.0,26.0,0.49,0.15,0.15,4.29,4.29,4.24,295.93,37.12,26.55,66.5,10.14,170.8,90.91,34.79,37.12,34.79,257.0,145.0,154.0,556.0,38.0,39.0,0.0,43.0,0.0,147.0,135.0,219.0,364.0,15.0,30.0,196.0,22.0,11.0,55.0,277.0,73.0,52.0,6.43,8.94,21.75,7.0,12.0,19.0,556.0,402.0,402.0,2.0,7.02,5.96,5.96,38.17,38.17,36.94
WPG,2024,WPG,WPG,Team Level,5on4,81,0.91,0.86,0.85,18841.0,296.9,46.4,26.94,60.58,9.85,169.92,87.32,43.08,46.4,43.08,285.0,116.0,109.0,510.0,58.0,38.0,8.0,49.0,0.0,134.0,122.0,227.0,343.0,8.0,16.0,169.0,13.0,17.0,58.0,243.0,92.0,66.0,6.83,11.33,28.24,9.0,13.0,36.0,510.0,401.0,401.0,7.0,7.03,9.71,10.37,43.06,43.06,41.22,54.52,4.39,2.59,8.71,1.8,17.27,38.24,4.22,4.39,4.22,60.0,13.0,11.0,84.0,4.0,5.0,1.0,5.0,0.0,9.0,50.0,56.0,69.0,9.0,18.0,153.0,54.0,21.0,35.0,56.0,12.0,5.0,1.49,1.6,1.3,2.0,1.0,1.0,84.0,73.0,73.0,29.0,0.6,0.78,0.78,4.21,4.21,4.08
SJS,2024,SJS,SJS,Team Level,other,80,0.46,0.53,0.53,10702.0,162.86,31.22,12.37,30.67,5.59,97.3,48.85,28.66,31.22,28.66,149.0,77.0,102.0,328.0,29.0,15.0,4.0,22.0,0.0,102.0,58.0,120.0,197.0,6.0,10.0,124.0,19.0,10.0,25.0,130.0,50.0,46.0,4.56,5.97,20.69,4.0,6.0,19.0,328.0,226.0,226.0,11.0,3.74,4.45,4.5,30.47,30.47,28.45,145.83,37.17,10.71,26.53,5.59,73.28,47.72,34.91,37.17,34.91,135.0,66.0,89.0,290.0,36.0,17.0,2.0,19.0,3.0,71.0,55.0,99.0,165.0,6.0,20.0,140.0,26.0,11.0,32.0,95.0,50.0,56.0,4.1,5.94,27.13,7.0,9.0,20.0,290.0,201.0,201.0,19.0,3.1,4.7,4.7,35.58,35.58,33.96
SJS,2024,SJS,SJS,Team Level,all,80,0.43,0.46,0.46,290913.0,2349.55,219.93,159.14,570.47,79.44,1289.36,911.67,207.84,218.38,206.33,2169.0,1061.0,1302.0,4532.0,207.0,237.0,28.0,416.0,6.0,1085.0,1279.0,1962.0,3023.0,291.0,661.0,2195.0,1786.0,355.0,1205.0,2419.0,565.0,246.0,67.6,68.77,83.55,87.0,61.0,59.0,4451.46,3230.0,3193.53,564.0,35.76,51.63,51.63,204.06,202.59,196.33,2758.58,286.0,190.31,665.8,93.86,1498.7,1070.34,270.68,289.69,274.15,2542.0,1263.0,1532.0,5337.0,305.0,331.0,36.0,464.0,11.0,1248.0,1446.0,2237.0,3500.0,269.0,638.0,2393.0,1636.0,385.0,1234.0,2773.0,694.0,338.0,81.54,85.82,118.64,125.0,91.0,89.0,5464.34,3805.0,3870.7,552.0,42.25,70.52,70.52,257.73,260.91,253.37
SJS,2024,SJS,SJS,Team Level,5on5,80,0.44,0.45,0.46,236548.0,1824.2,147.58,116.01,464.22,62.08,989.02,732.08,142.18,146.03,140.68,1695.0,816.0,1043.0,3554.0,143.0,188.0,23.0,330.0,5.0,807.0,1038.0,1552.0,2368.0,259.0,601.0,1707.0,1703.0,302.0,1069.0,1938.0,422.0,151.0,53.41,51.87,42.3,77.0,41.0,25.0,3473.46,2511.0,2474.52,511.0,24.01,38.83,38.78,132.81,131.35,129.17,2166.41,188.65,142.3,545.34,73.07,1182.18,863.46,179.78,192.34,183.25,1990.0,1005.0,1266.0,4261.0,201.0,251.0,25.0,389.0,7.0,971.0,1176.0,1789.0,2794.0,237.0,566.0,1843.0,1539.0,338.0,1086.0,2272.0,523.0,200.0,65.52,65.8,57.33,105.0,65.0,31.0,4388.34,2995.0,3060.7,491.0,29.52,50.62,51.11,167.06,170.24,166.92
SJS,2024,SJS,SJS,Team Level,4on5,80,0.07,0.1,0.12,22827.0,50.48,4.38,2.64,7.76,1.73,17.85,36.63,4.35,4.38,4.35,59.0,12.0,10.0,81.0,5.0,1.0,0.0,1.0,0.0,14.0,50.0,54.0,66.0,11.0,22.0,156.0,44.0,23.0,35.0,52.0,16.0,3.0,1.3,1.96,1.12,2.0,2.0,1.0,81.0,71.0,71.0,33.0,0.61,0.57,0.57,4.42,4.42,4.39,387.43,54.83,34.25,84.86,13.33,224.61,118.11,50.77,54.83,50.77,358.0,172.0,164.0,694.0,60.0,60.0,9.0,52.0,0.0,195.0,163.0,298.0,470.0,17.0,34.0,233.0,13.0,14.0,67.0,347.0,108.0,75.0,10.2,12.57,32.07,9.0,13.0,38.0,694.0,530.0,530.0,1.0,8.92,14.4,13.91,49.84,49.84,47.3
SJS,2024,SJS,SJS,Team Level,5on4,80,0.87,0.86,0.84,20836.0,312.0,36.75,28.11,67.81,10.03,185.18,94.11,32.65,36.75,32.65,266.0,156.0,147.0,569.0,30.0,33.0,1.0,63.0,1.0,162.0,133.0,236.0,392.0,15.0,28.0,208.0,20.0,20.0,76.0,299.0,77.0,46.0,8.34,8.97,19.44,4.0,12.0,14.0,569.0,422.0,422.0,9.0,7.41,7.79,7.79,36.36,36.36,34.31,58.91,5.35,3.05,9.05,1.88,18.63,41.05,5.23,5.35,5.23,59.0,20.0,13.0,92.0,8.0,3.0,0.0,4.0,1.0,11.0,52.0,51.0,71.0,9.0,18.0,177.0,58.0,22.0,49.0,59.0,13.0,7.0,1.72,1.51,2.11,4.0,4.0,0.0,92.0,79.0,79.0,41.0,0.71,0.8,0.8,5.25,5.25,5.19
MTL,2024,MTL,MTL,Team Level,other,80,0.44,0.43,0.44,11501.0,136.06,31.2,9.11,23.72,4.61,72.03,46.34,28.94,31.2,28.94,114.0,73.0,60.0,247.0,33.0,8.0,2.0,21.0,3.0,67.0,55.0,81.0,154.0,9.0,23.0,139.0,37.0,24.0,27.0,93.0,49.0,45.0,4.05,5.69,21.46,4.0,8.0,21.0,247.0,187.0,187.0,5.0,2.62,2.21,2.21,31.61,31.61,29.51,176.06,39.87,12.44,32.01,6.01,90.87,54.82,36.21,39.87,36.21,159.0,77.0,98.0,334.0,33.0,28.0,2.0,23.0,1.0,88.0,63.0,126.0,203.0,4.0,11.0,135.0,34.0,11.0,27.0,118.0,64.0,54.0,4.59,8.2,27.07,4.0,11.0,18.0,334.0,236.0,236.0,10.0,3.63,9.2,9.03,34.47,34.47,32.9
MTL,2024,MTL,MTL,Team Level,all,80,0.46,0.47,0.47,291413.0,2299.53,234.3,152.21,547.76,77.85,1241.94,914.95,225.43,233.49,224.62,2053.0,1116.0,1294.0,4463.0,236.0,210.0,29.0,417.0,12.0,1041.0,1253.0,1817.0,2933.0,306.0,668.0,2270.0,1948.0,386.0,1111.0,2257.0,670.0,242.0,68.93,82.12,83.25,93.0,73.0,70.0,4432.35,3169.0,3151.5,478.0,33.62,43.08,43.87,224.05,222.99,217.32,2633.49,276.03,176.99,626.49,88.42,1405.11,1005.95,259.52,278.63,261.97,2328.0,1251.0,1525.0,5104.0,256.0,284.0,30.0,486.0,5.0,1098.0,1450.0,2072.0,3323.0,282.0,614.0,2192.0,1722.0,398.0,1118.0,2548.0,711.0,320.0,76.03,88.98,111.01,96.0,99.0,61.0,5146.79,3579.0,3610.91,529.0,39.47,64.97,65.07,250.43,252.5,245.52
MTL,2024,MTL,MTL,Team Level,5on5,80,0.47,0.48,0.47,234836.0,1812.6,163.34,115.11,451.83,61.99,982.1,736.64,158.18,162.52,157.37,1629.0,882.0,1103.0,3614.0,153.0,173.0,20.0,346.0,6.0,802.0,1031.0,1476.0,2358.0,268.0,584.0,1748.0,1839.0,317.0,988.0,1835.0,527.0,149.0,56.01,65.31,42.0,78.0,51.0,24.0,3583.35,2511.0,2493.5,444.0,23.85,33.98,34.07,153.12,152.06,149.65,2037.16,183.3,129.02,510.22,68.83,1080.4,806.22,176.21,185.91,178.67,1782.0,996.0,1194.0,3972.0,179.0,219.0,26.0,388.0,3.0,791.0,1198.0,1603.0,2599.0,252.0,552.0,1653.0,1614.0,342.0,987.0,2060.0,517.0,201.0,61.06,65.31,56.93,81.0,72.0,26.0,4014.79,2778.0,2809.91,481.0,26.74,46.23,46.84,163.2,165.27,162.66
MTL,2024,MTL,MTL,Team Level,4on5,80,0.1,0.11,0.14,23701.0,61.02,5.45,2.91,9.25,1.92,18.88,42.59,5.37,5.45,5.37,64.0,17.0,11.0,92.0,9.0,1.0,0.0,2.0,0.0,12.0,57.0,55.0,72.0,14.0,31.0,201.0,56.0,24.0,31.0,58.0,17.0,6.0,1.98,1.94,1.53,2.0,4.0,3.0,92.0,81.0,81.0,26.0,0.66,0.07,0.07,6.04,6.04,5.95,370.0,47.95,32.88,76.08,11.87,216.76,110.47,42.25,47.95,42.25,336.0,160.0,220.0,716.0,40.0,35.0,2.0,73.0,0.0,205.0,143.0,296.0,456.0,15.0,31.0,213.0,16.0,21.0,65.0,320.0,118.0,58.0,9.05,13.97,24.92,9.0,15.0,16.0,716.0,496.0,496.0,6.0,8.49,9.23,8.9,47.54,47.54,44.8
MTL,2024,MTL,MTL,Team Level,5on4,80,0.87,0.86,0.85,21375.0,289.86,34.31,25.09,62.96,9.33,168.94,89.38,32.95,34.31,32.95,246.0,144.0,120.0,510.0,41.0,28.0,7.0,48.0,3.0,160.0,110.0,205.0,349.0,15.0,30.0,182.0,16.0,21.0,65.0,271.0,77.0,42.0,6.89,9.18,18.25,9.0,10.0,22.0,510.0,390.0,390.0,3.0,6.49,6.81,7.52,33.29,33.29,32.21,50.26,4.91,2.65,8.18,1.72,17.08,34.45,4.85,4.91,4.85,51.0,18.0,13.0,82.0,4.0,2.0,0.0,2.0,1.0,14.0,46.0,47.0,65.0,11.0,20.0,191.0,58.0,24.0,39.0,50.0,12.0,7.0,1.33,1.5,2.08,2.0,1.0,1.0,82.0,69.0,69.0,32.0,0.61,0.31,0.31,5.21,5.21,5.16
ANA,2024,ANA,ANA,Team Level,other,80,0.44,0.44,0.44,11513.0,153.13,35.54,10.37,28.01,5.39,79.89,50.8,32.35,35.54,32.35,142.0,68.0,77.0,287.0,34.0,19.0,3.0,22.0,0.0,72.0,63.0,108.0,176.0,7.0,14.0,129.0,30.0,10.0,32.0,104.0,52.0,54.0,4.2,6.44,24.9,10.0,7.0,17.0,287.0,210.0,210.0,16.0,2.99,5.48,5.48,33.05,33.05,30.73,195.62,45.46,13.38,35.16,6.7,104.46,64.83,40.12,45.46,40.12,188.0,82.0,98.0,368.0,35.0,15.0,3.0,40.0,1.0,85.0,94.0,153.0,235.0,6.0,12.0,154.0,34.0,14.0,31.0,140.0,60.0,70.0,6.01,7.2,32.25,3.0,10.0,22.0,368.0,270.0,270.0,13.0,4.09,6.97,6.97,42.58,42.58,38.39
