team,season,name,team,position,situation,games_played,xGoalsPercentage,corsiPercentage,fenwickPercentage,iceTime,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst
OTT,2024,OTT,OTT,Team Level,other,80,0.5,0.5,0.5,13203.0,166.09,40.95,11.6,28.69,5.73,92.32,53.71,37.29,40.95,37.29,152.0,81.0,92.0,325.0,40.0,15.0,3.0,33.0,0.0,83.0,62.0,112.0,193.0,3.0,6.0,159.0,42.0,14.0,36.0,118.0,56.0,59.0,4.74,6.68,29.53,10.0,12.0,18.0,325.0,233.0,233.0,19.0,3.4,5.33,5.33,39.03,39.03,36.03,166.14,40.44,11.88,31.5,5.89,90.85,50.44,37.38,40.44,37.38,154.0,77.0,90.0,321.0,30.0,21.0,0.0,27.0,0.0,78.0,75.0,124.0,201.0,4.0,8.0,130.0,35.0,21.0,36.0,116.0,51.0,64.0,4.53,6.68,29.23,3.0,8.0,19.0,321.0,231.0,231.0,15.0,3.57,4.87,4.91,39.1,39.1,37.02
OTT,2024,OTT,OTT,Team Level,all,80,0.49,0.5,0.51,290087.0,2508.34,245.17,167.43,609.81,85.09,1369.62,974.88,234.15,246.42,235.35,2333.0,1119.0,1360.0,4812.0,232.0,242.0,34.0,485.0,6.0,1076.0,1411.0,2101.0,3220.0,287.0,628.0,2430.0,2058.0,386.0,1042.0,2550.0,621.0,281.0,70.68,76.33,98.16,82.0,77.0,73.0,4835.77,3452.0,3467.39,507.0,37.52,49.14,49.14,233.55,234.28,227.47,2442.99,250.83,163.75,593.28,82.88,1321.8,948.45,235.31,250.66,235.2,2298.0,1063.0,1359.0,4720.0,223.0,267.0,35.0,485.0,9.0,1025.0,1352.0,2075.0,3138.0,318.0,700.0,2152.0,1957.0,361.0,1201.0,2456.0,597.0,308.0,69.08,75.54,106.22,69.0,75.0,79.0,4709.34,3361.0,3356.21,586.0,36.76,55.52,55.52,232.08,231.87,222.83
OTT,2024,OTT,OTT,Team Level,5on5,80,0.5,0.5,0.5,231668.0,1917.79,154.15,119.77,493.53,65.26,1042.97,768.32,149.11,155.39,150.32,1772.0,872.0,1074.0,3718.0,135.0,180.0,24.0,379.0,6.0,802.0,1142.0,1637.0,2509.0,261.0,578.0,1810.0,1958.0,326.0,902.0,2045.0,433.0,166.0,55.04,53.88,45.23,58.0,45.0,32.0,3741.77,2644.0,2659.39,456.0,24.81,36.06,36.48,142.48,143.19,141.2,1888.31,156.13,118.96,484.5,64.77,1024.64,765.01,149.66,155.96,149.54,1773.0,841.0,1112.0,3726.0,151.0,205.0,29.0,382.0,6.0,775.0,1095.0,1622.0,2463.0,281.0,630.0,1667.0,1853.0,298.0,1054.0,2020.0,424.0,170.0,56.05,53.69,46.4,63.0,53.0,35.0,3715.34,2614.0,2609.21,523.0,24.68,40.71,41.18,139.63,139.41,136.77
OTT,2024,OTT,OTT,Team Level,4on5,80,0.1,0.13,0.15,21072.0,60.9,5.83,2.86,8.86,1.91,18.65,41.89,5.75,5.83,5.75,62.0,18.0,8.0,88.0,8.0,4.0,2.0,1.0,0.0,9.0,58.0,54.0,72.0,11.0,20.0,215.0,36.0,24.0,33.0,51.0,26.0,3.0,1.47,3.51,0.85,3.0,4.0,1.0,88.0,80.0,80.0,27.0,0.66,0.74,0.74,5.75,5.75,5.73,342.64,50.89,30.73,69.89,10.82,191.81,100.85,44.94,50.89,44.94,328.0,127.0,146.0,601.0,41.0,40.0,6.0,72.0,3.0,160.0,139.0,287.0,414.0,22.0,40.0,165.0,25.0,18.0,64.0,273.0,110.0,72.0,7.15,13.7,30.04,2.0,14.0,25.0,601.0,455.0,455.0,8.0,8.01,9.8,9.28,49.63,49.63,45.34
OTT,2024,OTT,OTT,Team Level,5on4,80,0.93,0.9,0.89,24144.0,363.56,44.25,33.2,78.73,12.18,215.67,110.97,41.99,44.25,41.99,347.0,148.0,186.0,681.0,49.0,43.0,5.0,72.0,0.0,182.0,149.0,298.0,446.0,12.0,24.0,246.0,22.0,22.0,71.0,336.0,106.0,53.0,9.44,12.25,22.56,11.0,16.0,22.0,681.0,495.0,495.0,5.0,8.65,7.0,6.58,46.31,46.31,44.51,45.9,3.37,2.17,7.39,1.4,14.51,32.16,3.33,3.37,3.33,43.0,18.0,11.0,72.0,1.0,1.0,0.0,4.0,0.0,12.0,43.0,42.0,60.0,11.0,22.0,190.0,44.0,24.0,47.0,47.0,12.0,2.0,1.35,1.47,0.56,1.0,0.0,0.0,72.0,61.0,61.0,40.0,0.49,0.14,0.14,3.73,3.73,3.7
WSH,2024,WSH,WSH,Team Level,other,80,0.56,0.48,0.48,10846.0,148.26,40.4,8.95,26.71,4.88,72.79,52.26,37.66,40.4,37.66,132.0,74.0,71.0,277.0,41.0,7.0,0.0,24.0,1.0,74.0,59.0,91.0,165.0,6.0,23.0,125.0,34.0,13.0,25.0,122.0,27.0,57.0,4.77,3.68,31.94,5.0,3.0,33.0,277.0,206.0,206.0,7.0,2.56,1.73,1.73,41.23,41.23,38.45,161.2,31.83,11.49,29.83,5.49,91.8,49.57,28.69,31.83,28.69,136.0,84.0,85.0,305.0,25.0,13.0,1.0,34.0,2.0,82.0,64.0,111.0,195.0,4.0,13.0,136.0,23.0,18.0,30.0,121.0,59.0,40.0,4.98,7.45,19.4,4.0,4.0,17.0,305.0,220.0,220.0,8.0,3.39,4.91,5.03,30.19,30.19,27.62
WSH,2024,WSH,WSH,Team Level,all,80,0.52,0.5,0.51,291334.0,2499.47,266.45,162.84,608.32,84.93,1334.05,988.4,253.41,267.92,254.89,2211.0,1234.0,1321.0,4766.0,281.0,245.0,30.0,459.0,3.0,1033.0,1424.0,1930.0,3164.0,290.0,659.0,2250.0,1551.0,357.0,1184.0,2469.0,666.0,310.0,71.78,84.62,110.06,103.0,82.0,96.0,4806.55,3445.0,3473.16,546.0,35.99,52.35,52.43,250.02,251.55,244.07,2455.83,243.83,161.67,589.92,83.22,1317.85,957.5,230.5,243.95,230.67,2160.0,1194.0,1415.0,4769.0,223.0,245.0,26.0,462.0,9.0,1063.0,1352.0,1937.0,3131.0,276.0,632.0,2226.0,1580.0,346.0,1164.0,2436.0,639.0,279.0,69.84,80.26,93.74,74.0,77.0,72.0,4750.57,3354.0,3348.76,555.0,36.14,54.27,54.27,225.7,225.99,218.93
WSH,2024,WSH,WSH,Team Level,5on5,80,0.52,0.51,0.51,238929.0,1988.55,179.4,124.8,505.52,67.79,1070.37,803.1,172.22,180.87,173.69,1743.0,1008.0,1104.0,3855.0,188.0,193.0,27.0,375.0,0.0,815.0,1180.0,1555.0,2563.0,256.0,578.0,1749.0,1428.0,302.0,1054.0,2040.0,524.0,187.0,59.02,66.92,53.47,84.0,63.0,41.0,3895.55,2751.0,2779.16,502.0,25.94,41.0,41.0,164.34,165.87,162.99,1901.29,166.59,119.43,476.59,64.43,1009.58,760.36,159.6,166.71,159.76,1664.0,933.0,1154.0,3751.0,156.0,186.0,18.0,353.0,5.0,815.0,1082.0,1508.0,2441.0,241.0,549.0,1700.0,1496.0,298.0,1030.0,1935.0,480.0,182.0,54.44,60.9,51.26,65.0,59.0,32.0,3732.57,2597.0,2591.76,505.0,24.75,39.81,39.69,151.66,151.94,149.46
WSH,2024,WSH,WSH,Team Level,4on5,80,0.13,0.12,0.15,21591.0,58.78,5.92,3.01,9.02,1.98,18.58,39.5,5.8,5.92,5.8,60.0,18.0,11.0,89.0,8.0,3.0,0.0,2.0,1.0,14.0,50.0,52.0,70.0,6.0,15.0,176.0,47.0,26.0,36.0,52.0,21.0,5.0,1.41,2.73,1.77,4.0,3.0,1.0,89.0,78.0,78.0,31.0,0.68,1.01,1.09,5.52,5.52,5.46,333.27,39.72,28.06,74.69,11.5,197.76,106.26,36.58,39.72,36.58,294.0,164.0,166.0,624.0,37.0,42.0,6.0,70.0,2.0,153.0,154.0,257.0,421.0,17.0,37.0,220.0,20.0,11.0,73.0,324.0,83.0,51.0,8.87,9.59,21.25,5.0,11.0,21.0,624.0,458.0,458.0,14.0,7.38,8.76,8.76,38.33,38.33,36.36
WSH,2024,WSH,WSH,Team Level,5on4,80,0.88,0.86,0.84,19968.0,303.87,40.73,26.07,67.07,10.29,172.32,93.53,37.74,40.73,37.74,276.0,134.0,135.0,545.0,44.0,42.0,3.0,58.0,1.0,130.0,135.0,232.0,366.0,22.0,43.0,200.0,42.0,16.0,69.0,255.0,94.0,61.0,6.58,11.28,22.86,10.0,13.0,21.0,545.0,410.0,410.0,6.0,6.81,8.61,8.61,38.93,38.93,37.18,60.06,5.69,2.68,8.8,1.8,18.72,41.31,5.63,5.69,5.63,66.0,13.0,10.0,89.0,5.0,4.0,1.0,5.0,0.0,13.0,52.0,61.0,74.0,14.0,33.0,170.0,41.0,19.0,31.0,56.0,17.0,6.0,1.55,2.33,1.82,0.0,3.0,2.0,89.0,79.0,79.0,28.0,0.61,0.78,0.78,5.52,5.52,5.49
PHI,2024,PHI,PHI,Team Level,other,80,0.51,0.5,0.51,11036.0,160.24,35.92,11.04,29.13,5.17,81.67,55.07,33.25,35.92,33.25,143.0,75.0,84.0,302.0,34.0,16.0,0.0,19.0,1.0,71.0,77.0,109.0,184.0,7.0,14.0,116.0,40.0,20.0,37.0,114.0,51.0,53.0,4.15,6.29,25.47,5.0,7.0,22.0,302.0,218.0,218.0,20.0,3.18,5.62,5.46,33.64,33.64,31.95,154.99,35.02,10.34,27.97,5.24,77.83,56.61,32.79,35.02,32.79,139.0,74.0,94.0,307.0,42.0,18.0,4.0,16.0,1.0,59.0,77.0,97.0,171.0,11.0,22.0,142.0,32.0,17.0,29.0,98.0,68.0,47.0,3.97,8.16,22.89,9.0,10.0,23.0,307.0,213.0,213.0,11.0,2.89,7.12,7.2,30.71,30.71,29.9
PHI,2024,PHI,PHI,Team Level,all,80,0.52,0.48,0.5,292515.0,2375.68,243.81,164.64,570.22,80.77,1272.56,918.0,231.63,244.54,232.26,2159.0,1091.0,1220.0,4470.0,228.0,252.0,30.0,443.0,6.0,927.0,1394.0,1931.0,3022.0,250.0,546.0,2194.0,1684.0,416.0,1262.0,2348.0,617.0,285.0,67.97,78.78,97.05,88.0,79.0,61.0,4447.18,3250.0,3244.48,593.0,36.26,54.75,54.75,225.31,225.24,220.05,2371.05,229.44,154.89,567.82,79.19,1275.62,956.02,220.0,231.16,221.64,2145.0,1118.0,1542.0,4805.0,275.0,224.0,27.0,393.0,9.0,1013.0,1349.0,1870.0,2988.0,258.0,566.0,2197.0,1698.0,414.0,1223.0,2421.0,606.0,236.0,71.06,75.29,83.09,111.0,91.0,73.0,4863.83,3263.0,3299.34,570.0,33.98,53.69,53.84,209.58,211.3,207.15
PHI,2024,PHI,PHI,Team Level,5on5,80,0.53,0.48,0.5,242774.0,1922.22,171.79,128.13,482.38,65.39,1026.06,754.26,164.32,172.53,164.95,1745.0,883.0,983.0,3611.0,164.0,207.0,26.0,367.0,4.0,734.0,1152.0,1581.0,2464.0,223.0,489.0,1791.0,1578.0,350.0,1145.0,1959.0,482.0,187.0,56.49,62.0,53.31,78.0,60.0,26.0,3588.18,2628.0,2622.48,546.0,26.63,43.35,43.51,154.9,154.82,152.42,1892.3,151.43,119.14,475.05,63.19,1028.17,772.02,146.12,153.16,147.76,1706.0,903.0,1288.0,3897.0,190.0,168.0,17.0,338.0,8.0,798.0,1107.0,1516.0,2419.0,227.0,501.0,1704.0,1592.0,364.0,1090.0,2029.0,447.0,133.0,58.43,55.72,37.28,96.0,68.0,26.0,3955.83,2609.0,2645.34,528.0,24.67,34.75,35.11,140.99,142.72,140.51
PHI,2024,PHI,PHI,Team Level,4on5,80,0.13,0.13,0.15,18529.0,47.11,5.5,2.88,6.77,1.6,15.86,31.39,5.49,5.5,5.49,48.0,16.0,13.0,77.0,4.0,3.0,0.0,3.0,0.0,9.0,45.0,44.0,60.0,4.0,11.0,118.0,45.0,27.0,27.0,38.0,20.0,6.0,1.14,2.77,1.6,2.0,2.0,0.0,77.0,64.0,64.0,23.0,0.65,0.28,0.28,5.89,5.89,5.88,257.97,36.85,22.03,55.16,8.43,147.4,79.14,35.05,36.85,35.05,223.0,126.0,152.0,501.0,35.0,36.0,6.0,31.0,0.0,139.0,108.0,188.0,314.0,15.0,33.0,174.0,23.0,16.0,78.0,226.0,70.0,53.0,6.33,8.73,21.79,4.0,7.0,24.0,501.0,349.0,349.0,9.0,5.65,11.01,10.71,31.79,31.79,30.67
PHI,2024,PHI,PHI,Team Level,5on4,80,0.83,0.83,0.79,20176.0,246.11,30.59,22.59,51.94,8.62,148.98,77.28,28.57,30.59,28.57,223.0,117.0,140.0,480.0,26.0,26.0,4.0,54.0,1.0,113.0,120.0,197.0,314.0,16.0,32.0,169.0,21.0,19.0,53.0,237.0,64.0,39.0,6.19,7.72,16.68,3.0,10.0,13.0,480.0,340.0,340.0,4.0,5.81,5.5,5.5,30.9,30.9,29.8,65.8,6.15,3.38,9.64,2.34,22.23,48.27,6.03,6.15,6.03,77.0,15.0,8.0,100.0,8.0,2.0,0.0,8.0,0.0,17.0,57.0,69.0,84.0,5.0,10.0,177.0,51.0,17.0,26.0,68.0,21.0,3.0,2.33,2.69,1.13,2.0,6.0,0.0,100.0,92.0,92.0,22.0,0.77,0.82,0.82,6.09,6.09,6.06
SEA,2024,SEA,SEA,Team Level,other,81,0.47,0.55,0.53,12981.0,165.7,37.93,12.2,29.55,5.74,93.49,53.11,34.42,37.93,34.42,150.0,82.0,102.0,334.0,39.0,17.0,3.0,23.0,2.0,79.0,72.0,111.0,193.0,9.0,20.0,125.0,18.0,18.0,35.0,112.0,66.0,54.0,4.45,7.95,25.52,7.0,12.0,20.0,334.0,232.0,232.0,17.0,3.56,5.95,6.03,35.44,35.44,32.54,145.46,43.4,9.77,24.2,5.03,76.89,47.71,39.13,43.4,39.13,123.0,84.0,67.0,274.0,35.0,12.0,2.0,23.0,1.0,75.0,61.0,88.0,172.0,6.0,12.0,141.0,28.0,13.0,33.0,94.0,36.0,77.0,3.53,4.42,35.45,3.0,4.0,28.0,274.0,207.0,207.0,14.0,2.88,3.42,3.42,42.84,42.84,38.92
SEA,2024,SEA,SEA,Team Level,all,81,0.47,0.48,0.48,293925.0,2473.5,235.52,163.75,598.65,83.85,1364.88,993.36,223.92,234.87,223.33,2208.0,1232.0,1280.0,4720.0,240.0,229.0,25.0,455.0,7.0,1137.0,1372.0,1968.0,3200.0,231.0,519.0,2217.0,1685.0,412.0,1157.0,2607.0,597.0,236.0,73.6,74.45,87.47,91.0,87.0,62.0,4679.68,3440.0,3419.47,545.0,36.25,49.45,49.45,222.32,221.53,215.12,2645.36,263.9,178.02,644.07,90.37,1454.98,1042.65,250.37,266.28,252.7,2319.0,1355.0,1423.0,5097.0,256.0,273.0,27.0,559.0,10.0,1251.0,1325.0,2063.0,3418.0,268.0,581.0,2345.0,1660.0,354.0,1127.0,2738.0,618.0,318.0,77.86,77.6,108.44,96.0,87.0,73.0,5169.19,3674.0,3721.89,528.0,39.32,54.3,54.71,248.51,250.45,241.56
SEA,2024,SEA,SEA,Team Level,5on5,81,0.46,0.48,0.48,242064.0,1964.88,152.05,123.45,497.71,66.89,1082.52,813.38,147.09,151.41,146.49,1743.0,993.0,1054.0,3790.0,167.0,179.0,18.0,377.0,5.0,894.0,1114.0,1576.0,2569.0,210.0,475.0,1749.0,1615.0,359.0,1035.0,2165.0,447.0,124.0,60.55,56.08,35.43,81.0,64.0,22.0,3749.68,2736.0,2715.47,494.0,25.49,33.94,34.08,143.48,142.7,140.58,2121.43,177.48,136.49,540.82,72.59,1162.26,856.38,170.52,179.86,172.85,1853.0,1093.0,1191.0,4137.0,179.0,227.0,23.0,463.0,9.0,986.0,1082.0,1674.0,2767.0,240.0,523.0,1839.0,1579.0,312.0,1028.0,2267.0,499.0,180.0,64.14,63.02,50.33,82.0,75.0,22.0,4209.19,2946.0,2993.89,489.0,28.3,45.12,45.54,160.24,162.17,159.18
SEA,2024,SEA,SEA,Team Level,4on5,81,0.12,0.11,0.13,17406.0,51.08,4.93,2.45,7.99,1.62,15.48,34.53,4.73,4.93,4.73,55.0,12.0,8.0,75.0,2.0,5.0,0.0,0.0,0.0,13.0,47.0,53.0,65.0,3.0,6.0,158.0,45.0,18.0,35.0,49.0,10.0,8.0,1.23,1.47,2.24,1.0,1.0,0.0,75.0,67.0,67.0,28.0,0.58,0.98,0.98,4.53,4.53,4.48,321.41,37.8,29.04,70.71,11.08,198.69,99.67,35.51,37.8,35.51,288.0,159.0,155.0,602.0,39.0,32.0,2.0,66.0,0.0,178.0,132.0,249.0,408.0,13.0,28.0,184.0,13.0,7.0,36.0,327.0,66.0,54.0,8.92,7.91,20.97,10.0,8.0,21.0,602.0,447.0,447.0,3.0,7.53,5.74,5.74,39.59,39.59,37.65
SEA,2024,SEA,SEA,Team Level,5on4,81,0.89,0.86,0.85,21474.0,291.83,40.61,25.64,63.42,9.6,173.39,92.34,37.68,40.61,37.68,260.0,145.0,116.0,521.0,32.0,28.0,4.0,55.0,0.0,151.0,139.0,228.0,373.0,9.0,18.0,185.0,7.0,17.0,52.0,281.0,74.0,50.0,7.38,8.95,24.27,2.0,10.0,20.0,521.0,405.0,405.0,6.0,6.62,8.59,8.37,38.86,38.86,37.52,57.07,5.22,2.71,8.36,1.68,17.15,38.89,5.21,5.22,5.21,55.0,19.0,10.0,84.0,3.0,2.0,0.0,7.0,0.0,12.0,50.0,52.0,71.0,9.0,18.0,181.0,40.0,22.0,30.0,50.0,17.0,7.0,1.27,2.26,1.7,1.0,0.0,2.0,84.0,74.0,74.0,22.0,0.63,0.02,0.01,5.84,5.84,5.82
NSH,2024,NSH,NSH,Team Level,other,80,0.59,0.6,0.59,12247.0,189.9,51.1,13.21,32.53,6.57,101.85,58.73,44.51,51.1,44.51,166.0,98.0,114.0,378.0,32.0,26.0,3.0,40.0,4.0,81.0,81.0,134.0,232.0,10.0,23.0,153.0,28.0,15.0,35.0,112.0,72.0,80.0,4.85,8.79,37.47,4.0,8.0,20.0,378.0,264.0,264.0,19.0,4.04,9.68,10.06,45.08,45.08,41.32,133.39,35.84,8.87,22.84,4.44,67.81,47.21,33.75,35.84,33.75,119.0,68.0,64.0,251.0,41.0,7.0,1.0,20.0,2.0,56.0,61.0,78.0,146.0,9.0,21.0,134.0,35.0,14.0,45.0,83.0,50.0,54.0,3.32,6.14,26.38,6.0,6.0,29.0,251.0,187.0,187.0,20.0,2.6,2.1,1.44,37.0,37.0,35.14
NSH,2024,NSH,NSH,Team Level,all,80,0.51,0.52,0.51,290103.0,2519.58,256.8,170.86,599.52,84.94,1376.87,981.02,242.02,256.27,241.52,2338.0,1132.0,1414.0,4884.0,204.0,262.0,23.0,526.0,9.0,1090.0,1379.0,2134.0,3266.0,294.0,710.0,2343.0,1901.0,385.0,1206.0,2517.0,665.0,288.0,71.99,82.66,102.16,65.0,77.0,62.0,4842.73,3470.0,3453.34,534.0,38.25,57.18,57.18,237.87,237.39,229.6,2434.86,249.85,165.26,581.95,80.78,1304.49,951.68,237.43,251.05,238.64,2278.0,1056.0,1225.0,4559.0,266.0,231.0,20.0,449.0,4.0,1001.0,1383.0,2012.0,3068.0,283.0,699.0,2222.0,1698.0,430.0,1271.0,2391.0,670.0,273.0,72.22,81.79,95.84,112.0,79.0,75.0,4600.19,3334.0,3358.59,596.0,36.81,48.32,48.32,238.33,239.61,232.38
NSH,2024,NSH,NSH,Team Level,5on5,80,0.5,0.51,0.5,235275.0,1932.62,162.01,126.21,485.02,65.37,1054.23,774.16,156.34,161.48,155.83,1784.0,883.0,1130.0,3797.0,124.0,188.0,16.0,414.0,4.0,827.0,1110.0,1660.0,2543.0,251.0,615.0,1807.0,1796.0,332.0,1070.0,2019.0,496.0,152.0,57.43,62.28,42.3,53.0,52.0,19.0,3755.74,2667.0,2650.34,484.0,26.18,36.95,36.62,151.56,151.08,148.64,1950.56,164.43,126.14,488.54,65.19,1050.43,782.27,158.1,165.63,159.31,1822.0,855.0,1023.0,3700.0,184.0,192.0,16.0,365.0,1.0,797.0,1138.0,1638.0,2493.0,252.0,626.0,1737.0,1592.0,380.0,1117.0,2019.0,504.0,154.0,60.02,61.81,42.6,101.0,58.0,25.0,3741.19,2677.0,2701.59,533.0,26.23,36.52,37.19,153.47,154.76,152.0
NSH,2024,NSH,NSH,Team Level,4on5,80,0.09,0.13,0.16,22253.0,55.46,4.65,2.39,8.19,1.61,17.47,39.68,4.53,4.65,4.53,58.0,16.0,7.0,81.0,1.0,3.0,0.0,9.0,1.0,8.0,52.0,57.0,73.0,12.0,27.0,191.0,54.0,25.0,36.0,58.0,9.0,7.0,1.71,1.18,1.76,1.0,0.0,0.0,81.0,74.0,74.0,28.0,0.55,0.71,0.71,4.5,4.5,4.39,300.63,45.29,27.61,62.76,9.53,169.28,87.53,41.32,45.29,41.32,278.0,124.0,126.0,528.0,37.0,32.0,3.0,62.0,1.0,137.0,133.0,241.0,365.0,15.0,33.0,182.0,24.0,24.0,74.0,242.0,97.0,63.0,7.44,11.49,26.36,5.0,11.0,21.0,528.0,402.0,402.0,16.0,7.37,9.7,9.7,42.97,42.97,40.38
NSH,2024,NSH,NSH,Team Level,5on4,80,0.9,0.89,0.87,20328.0,341.61,39.04,29.03,73.77,11.38,203.31,108.46,36.64,39.04,36.64,330.0,135.0,163.0,628.0,47.0,45.0,4.0,63.0,0.0,174.0,136.0,283.0,418.0,21.0,45.0,192.0,23.0,13.0,65.0,328.0,88.0,49.0,8.0,10.41,20.64,7.0,17.0,23.0,628.0,465.0,465.0,3.0,7.48,9.85,9.79,36.73,36.73,35.25,50.27,4.29,2.66,7.8,1.62,16.97,34.66,4.27,4.29,4.27,59.0,9.0,12.0,80.0,4.0,0.0,0.0,2.0,0.0,11.0,51.0,55.0,64.0,7.0,19.0,169.0,47.0,12.0,35.0,47.0,19.0,2.0,1.44,2.35,0.5,0.0,4.0,0.0,80.0,68.0,68.0,27.0,0.61,0.0,0.0,4.89,4.89,4.87
NYI,2024,NYI,NYI,Team Level,other,80,0.43,0.47,0.48,10526.0,161.4,30.69,12.46,30.52,5.59,92.95,49.79,28.13,30.69,28.13,154.0,68.0,73.0,295.0,26.0,19.0,2.0,20.0,2.0,88.0,67.0,128.0,196.0,6.0,20.0,127.0,34.0,18.0,24.0,127.0,53.0,42.0,4.6,6.4,19.7,5.0,6.0,15.0,295.0,222.0,222.0,12.0,3.57,4.9,4.9,29.36,29.36,27.33,177.27,40.37,12.66,31.66,5.82,96.35,57.15,34.81,40.37,34.81,173.0,71.0,89.0,333.0,43.0,20.0,4.0,20.0,0.0,82.0,79.0,130.0,201.0,3.0,6.0,103.0,23.0,18.0,24.0,122.0,61.0,61.0,5.16,7.52,27.68,9.0,8.0,26.0,333.0,244.0,244.0,11.0,3.67,8.27,8.27,35.77,35.77,32.86
NYI,2024,NYI,NYI,Team Level,all,80,0.49,0.5,0.5,291482.0,2574.45,237.31,176.58,632.35,88.09,1403.52,1009.16,226.78,237.3,226.77,2349.0,1198.0,1348.0,4895.0,220.0,280.0,29.0,505.0,5.0,1171.0,1366.0,2129.0,3327.0,198.0,435.0,2477.0,1798.0,396.0,1190.0,2664.0,632.0,251.0,76.48,78.86,81.96,76.0,90.0,54.0,4884.04,3547.0,3542.24,563.0,39.39,55.2,55.22,221.47,221.36,215.26,2539.89,251.56,171.9,609.74,84.81,1374.71,994.28,237.4,252.59,238.38,2295.0,1192.0,1423.0,4910.0,248.0,272.0,22.0,410.0,6.0,1162.0,1389.0,2047.0,3239.0,216.0,471.0,2037.0,1730.0,438.0,1185.0,2569.0,638.0,280.0,74.52,80.11,96.92,102.0,77.0,69.0,4934.51,3487.0,3503.53,575.0,38.13,59.83,59.83,229.85,230.74,224.15
NYI,2024,NYI,NYI,Team Level,5on5,80,0.5,0.5,0.51,242999.0,2054.66,171.06,132.85,523.2,70.22,1117.81,822.85,164.81,171.06,164.8,1844.0,994.0,1130.0,3968.0,160.0,211.0,23.0,408.0,2.0,933.0,1124.0,1684.0,2678.0,179.0,391.0,1957.0,1707.0,341.0,1077.0,2185.0,483.0,170.0,63.18,61.01,46.88,67.0,69.0,24.0,3957.04,2838.0,2833.24,527.0,27.62,42.73,42.87,155.81,155.7,152.94,2017.64,170.05,129.97,506.95,67.76,1089.3,810.97,163.84,171.08,164.81,1802.0,973.0,1203.0,3978.0,154.0,208.0,14.0,338.0,6.0,927.0,1142.0,1648.0,2621.0,205.0,449.0,1629.0,1644.0,383.0,1086.0,2110.0,499.0,166.0,59.81,63.17,47.07,78.0,60.0,16.0,4002.51,2775.0,2791.53,530.0,26.97,43.12,43.2,153.81,154.7,152.19
