team,season,name,team,position,situation,games_played,xGoalsPercentage,corsiPercentage,fenwickPercentage,iceTime,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst
VAN,2024,VAN,VAN,Team Level,other,81,0.52,0.52,0.52,11257.0,160.32,36.56,10.31,29.36,5.58,83.09,58.09,33.59,36.56,33.59,137.0,86.0,69.0,292.0,30.0,20.0,5.0,15.0,1.0,76.0,81.0,107.0,193.0,3.0,6.0,125.0,36.0,8.0,37.0,116.0,47.0,60.0,4.45,5.53,26.58,6.0,5.0,19.0,292.0,223.0,223.0,15.0,2.99,7.17,7.29,32.26,32.26,30.26,150.01,33.97,10.16,28.17,4.99,76.89,51.89,32.34,33.97,32.34,139.0,68.0,67.0,274.0,47.0,15.0,5.0,13.0,1.0,63.0,68.0,92.0,160.0,9.0,16.0,99.0,29.0,14.0,39.0,111.0,44.0,52.0,4.29,5.16,24.52,9.0,10.0,28.0,274.0,207.0,207.0,18.0,2.91,5.22,5.22,31.59,31.59,30.49
VAN,2024,VAN,VAN,Team Level,all,81,0.49,0.49,0.49,296421.0,2320.8,228.86,154.28,559.21,78.7,1274.12,937.84,217.41,229.53,218.06,2079.0,1154.0,1310.0,4543.0,232.0,234.0,36.0,425.0,7.0,1089.0,1246.0,1847.0,3001.0,290.0,655.0,2189.0,2189.0,352.0,1084.0,2451.0,498.0,284.0,66.17,62.23,100.46,91.0,67.0,74.0,4557.14,3233.0,3244.29,520.0,34.28,55.08,55.08,208.07,208.65,202.82,2430.87,235.68,161.03,591.11,82.37,1322.52,969.34,225.28,236.32,225.9,2167.0,1196.0,1299.0,4662.0,247.0,240.0,38.0,447.0,3.0,1121.0,1305.0,1920.0,3116.0,290.0,661.0,2277.0,1667.0,342.0,1225.0,2503.0,591.0,269.0,68.27,74.68,92.74,100.0,72.0,75.0,4664.2,3363.0,3366.04,554.0,35.64,53.43,53.78,217.48,217.87,212.48
VAN,2024,VAN,VAN,Team Level,5on5,81,0.49,0.49,0.49,241674.0,1798.63,146.25,113.65,453.22,60.47,990.11,739.28,139.93,146.92,140.58,1607.0,896.0,1085.0,3588.0,151.0,170.0,24.0,355.0,5.0,836.0,986.0,1456.0,2352.0,270.0,615.0,1709.0,2044.0,314.0,949.0,1967.0,370.0,166.0,52.64,46.88,46.73,75.0,48.0,28.0,3602.14,2503.0,2514.29,474.0,23.43,37.07,36.95,132.74,133.32,130.95,1906.5,152.9,119.08,487.02,64.42,1043.57,780.0,146.96,153.54,147.59,1674.0,973.0,1078.0,3725.0,159.0,180.0,26.0,368.0,2.0,899.0,1039.0,1515.0,2488.0,265.0,613.0,1774.0,1575.0,296.0,1044.0,2067.0,428.0,152.0,54.43,54.95,43.52,85.0,49.0,25.0,3727.2,2647.0,2650.04,481.0,24.65,37.77,38.11,139.45,139.84,137.29
VAN,2024,VAN,VAN,Team Level,4on5,81,0.09,0.14,0.16,22234.0,59.53,4.13,2.58,8.93,1.89,19.12,44.34,4.1,4.13,4.1,61.0,20.0,12.0,93.0,4.0,3.0,0.0,1.0,1.0,19.0,53.0,57.0,77.0,7.0,14.0,174.0,81.0,17.0,33.0,66.0,13.0,2.0,1.85,1.83,0.46,1.0,2.0,1.0,93.0,81.0,81.0,23.0,0.59,0.21,0.21,4.52,4.52,4.48,318.38,43.81,28.66,67.63,11.04,182.69,97.18,41.0,43.81,41.0,293.0,138.0,143.0,574.0,35.0,41.0,7.0,61.0,0.0,151.0,143.0,258.0,396.0,10.0,20.0,218.0,17.0,21.0,95.0,268.0,105.0,58.0,7.88,12.87,23.05,5.0,9.0,21.0,574.0,431.0,431.0,16.0,7.36,10.09,10.09,41.07,41.07,39.36
VAN,2024,VAN,VAN,Team Level,5on4,81,0.89,0.86,0.85,21256.0,302.32,41.92,27.74,67.69,10.75,181.79,96.12,39.8,41.92,39.8,274.0,152.0,144.0,570.0,47.0,41.0,7.0,54.0,0.0,158.0,126.0,227.0,379.0,10.0,20.0,181.0,28.0,13.0,65.0,302.0,68.0,56.0,7.23,8.0,26.7,9.0,12.0,26.0,570.0,426.0,426.0,8.0,7.26,10.63,10.63,38.55,38.55,37.13,55.98,5.01,3.13,8.28,1.93,19.37,40.27,4.98,5.01,4.98,61.0,17.0,11.0,89.0,6.0,4.0,0.0,5.0,0.0,8.0,55.0,55.0,72.0,6.0,12.0,186.0,46.0,11.0,47.0,57.0,14.0,7.0,1.68,1.69,1.65,1.0,4.0,1.0,89.0,78.0,78.0,39.0,0.71,0.35,0.35,5.37,5.37,5.35
WSH,2024,WSH,WSH,Team Level,other,81,0.56,0.47,0.48,11046.0,149.82,41.98,9.01,26.78,4.94,73.39,52.89,39.24,41.98,39.24,133.0,76.0,71.0,280.0,42.0,7.0,0.0,24.0,1.0,76.0,59.0,91.0,167.0,6.0,23.0,127.0,35.0,13.0,25.0,122.0,27.0,60.0,4.77,3.68,33.53,5.0,3.0,34.0,280.0,209.0,209.0,7.0,2.57,1.73,1.73,42.83,42.83,40.04,166.07,32.32,12.04,31.01,5.71,95.11,50.81,28.93,32.32,28.93,140.0,87.0,88.0,315.0,25.0,14.0,1.0,35.0,2.0,86.0,65.0,115.0,202.0,4.0,13.0,142.0,23.0,18.0,30.0,125.0,62.0,40.0,5.09,7.83,19.4,4.0,4.0,17.0,315.0,227.0,227.0,8.0,3.53,5.08,5.2,30.65,30.65,27.85
WSH,2024,WSH,WSH,Team Level,all,81,0.52,0.5,0.51,294934.0,2541.71,271.57,166.16,616.9,86.29,1356.34,1005.73,258.42,273.29,260.14,2248.0,1255.0,1337.0,4840.0,284.0,250.0,30.0,467.0,3.0,1050.0,1449.0,1964.0,3219.0,294.0,667.0,2279.0,1564.0,360.0,1196.0,2510.0,677.0,316.0,73.02,86.09,112.47,103.0,83.0,98.0,4886.59,3503.0,3535.15,550.0,36.78,53.15,53.22,255.14,256.89,249.37,2488.69,246.61,163.94,598.19,84.52,1335.32,971.42,232.91,246.61,232.96,2193.0,1207.0,1435.0,4835.0,224.0,248.0,26.0,469.0,9.0,1083.0,1367.0,1969.0,3176.0,279.0,638.0,2262.0,1588.0,349.0,1178.0,2468.0,651.0,281.0,70.53,81.81,94.27,74.0,78.0,72.0,4812.71,3400.0,3392.14,562.0,36.65,54.64,54.64,228.62,228.77,221.42
WSH,2024,WSH,WSH,Team Level,5on5,81,0.52,0.51,0.51,241557.0,2014.6,182.16,126.75,511.44,68.65,1084.8,813.18,174.87,183.88,176.59,1768.0,1019.0,1119.0,3906.0,189.0,196.0,27.0,382.0,0.0,825.0,1195.0,1579.0,2598.0,259.0,584.0,1766.0,1438.0,305.0,1064.0,2064.0,534.0,189.0,59.99,68.26,53.92,84.0,64.0,41.0,3952.59,2787.0,2819.15,506.0,26.34,41.64,41.64,166.86,168.62,165.7,1922.51,168.08,120.72,482.36,65.28,1020.5,770.04,160.99,168.07,161.04,1687.0,940.0,1167.0,3794.0,157.0,188.0,18.0,358.0,5.0,828.0,1091.0,1530.0,2470.0,244.0,555.0,1725.0,1504.0,301.0,1040.0,1959.0,485.0,183.0,54.88,61.61,51.59,65.0,60.0,32.0,3771.71,2627.0,2619.14,511.0,25.02,40.01,39.89,153.21,153.36,150.84
WSH,2024,WSH,WSH,Team Level,4on5,81,0.13,0.13,0.15,22019.0,62.56,6.03,3.1,9.64,2.09,19.68,42.46,5.9,6.03,5.9,64.0,19.0,11.0,94.0,8.0,3.0,0.0,2.0,1.0,15.0,54.0,56.0,75.0,6.0,15.0,182.0,49.0,26.0,37.0,57.0,21.0,5.0,1.52,2.73,1.77,4.0,3.0,1.0,94.0,83.0,83.0,31.0,0.71,1.01,1.09,5.65,5.65,5.59,337.73,40.32,28.4,75.62,11.65,200.32,107.69,37.16,40.32,37.16,298.0,166.0,170.0,634.0,37.0,42.0,6.0,71.0,2.0,155.0,157.0,261.0,427.0,17.0,37.0,223.0,20.0,11.0,75.0,326.0,86.0,52.0,8.96,9.91,21.46,5.0,11.0,21.0,634.0,464.0,464.0,14.0,7.46,8.76,8.76,39.02,39.02,37.02
WSH,2024,WSH,WSH,Team Level,5on4,81,0.88,0.86,0.84,20312.0,314.71,41.4,27.31,69.03,10.62,178.47,97.19,38.4,41.4,38.4,283.0,141.0,136.0,560.0,45.0,44.0,3.0,59.0,1.0,134.0,141.0,238.0,379.0,23.0,45.0,204.0,42.0,16.0,70.0,267.0,95.0,62.0,6.73,11.41,23.24,10.0,13.0,22.0,560.0,424.0,424.0,6.0,7.16,8.76,8.76,39.79,39.79,38.03,62.37,5.88,2.77,9.2,1.88,19.4,42.88,5.83,5.88,5.83,68.0,14.0,10.0,92.0,5.0,4.0,1.0,5.0,0.0,14.0,54.0,63.0,77.0,14.0,33.0,172.0,41.0,19.0,33.0,58.0,18.0,6.0,1.59,2.47,1.82,0.0,3.0,2.0,92.0,82.0,82.0,29.0,0.63,0.78,0.78,5.73,5.73,5.71
SJS,2024,SJS,SJS,Team Level,other,81,0.45,0.52,0.52,10727.0,163.51,31.24,12.41,30.81,5.61,97.63,49.3,28.68,31.24,28.68,150.0,77.0,103.0,330.0,29.0,15.0,4.0,22.0,0.0,102.0,59.0,121.0,198.0,6.0,10.0,125.0,19.0,10.0,25.0,131.0,50.0,46.0,4.58,5.97,20.69,4.0,6.0,19.0,330.0,227.0,227.0,11.0,3.75,4.45,4.5,30.5,30.5,28.48,153.49,38.18,11.23,28.23,5.85,76.71,50.8,35.87,38.18,35.87,143.0,68.0,90.0,301.0,37.0,19.0,3.0,20.0,3.0,74.0,58.0,106.0,174.0,6.0,20.0,143.0,26.0,11.0,32.0,102.0,51.0,58.0,4.36,6.07,27.76,7.0,9.0,21.0,301.0,211.0,211.0,19.0,3.23,5.33,5.33,36.09,36.09,34.44
SJS,2024,SJS,SJS,Team Level,all,81,0.43,0.46,0.46,294795.0,2369.97,221.44,160.28,575.22,80.05,1300.14,920.88,209.34,219.94,207.9,2185.0,1073.0,1311.0,4569.0,208.0,237.0,28.0,421.0,6.0,1095.0,1291.0,1977.0,3050.0,295.0,671.0,2220.0,1804.0,361.0,1216.0,2442.0,569.0,247.0,68.2,69.24,83.98,87.0,61.0,60.0,4490.03,3258.0,3222.76,570.0,36.02,51.64,51.64,205.81,204.42,198.16,2807.34,292.53,194.1,677.61,95.63,1524.37,1088.77,276.52,296.11,279.87,2579.0,1294.0,1549.0,5422.0,307.0,341.0,38.0,470.0,11.0,1268.0,1476.0,2272.0,3566.0,272.0,644.0,2415.0,1653.0,388.0,1248.0,2818.0,705.0,350.0,82.96,87.12,122.45,125.0,91.0,91.0,5547.03,3873.0,3936.87,560.0,43.12,73.27,73.27,262.38,265.46,257.63
SJS,2024,SJS,SJS,Team Level,5on5,81,0.44,0.45,0.46,239504.0,1839.99,148.51,116.92,468.03,62.57,998.12,738.84,143.11,147.02,141.67,1707.0,826.0,1050.0,3583.0,143.0,188.0,23.0,334.0,5.0,816.0,1047.0,1564.0,2390.0,263.0,611.0,1726.0,1718.0,307.0,1077.0,1956.0,426.0,151.0,53.9,52.34,42.27,77.0,41.0,25.0,3504.03,2533.0,2497.75,515.0,24.19,38.84,38.79,133.92,132.53,130.36,2192.5,190.92,143.96,552.13,73.96,1196.99,874.04,181.95,194.49,185.3,2007.0,1025.0,1275.0,4307.0,202.0,254.0,26.0,393.0,7.0,982.0,1194.0,1805.0,2830.0,240.0,572.0,1857.0,1556.0,341.0,1100.0,2301.0,528.0,203.0,66.33,66.4,58.19,105.0,65.0,32.0,4432.03,3032.0,3095.87,499.0,29.86,51.4,51.89,168.89,171.97,168.63
SJS,2024,SJS,SJS,Team Level,4on5,81,0.07,0.1,0.12,23427.0,52.09,4.42,2.69,7.91,1.77,18.34,37.86,4.4,4.42,4.4,60.0,13.0,10.0,83.0,5.0,1.0,0.0,1.0,0.0,14.0,52.0,55.0,68.0,11.0,22.0,160.0,47.0,24.0,35.0,54.0,16.0,3.0,1.34,1.96,1.12,2.0,2.0,1.0,83.0,73.0,73.0,33.0,0.62,0.57,0.57,4.47,4.47,4.45,400.68,57.94,35.73,87.85,13.85,231.22,121.41,53.33,57.94,53.33,368.0,180.0,171.0,719.0,60.0,65.0,9.0,53.0,0.0,201.0,169.0,308.0,488.0,17.0,34.0,235.0,13.0,14.0,67.0,354.0,112.0,82.0,10.51,13.04,34.39,9.0,13.0,38.0,719.0,548.0,548.0,1.0,9.29,15.75,15.26,51.97,51.97,49.19
SJS,2024,SJS,SJS,Team Level,5on4,81,0.87,0.86,0.84,21137.0,314.38,37.26,28.25,68.46,10.1,186.05,94.88,33.16,37.26,33.16,268.0,157.0,148.0,573.0,31.0,33.0,1.0,64.0,1.0,163.0,133.0,237.0,394.0,15.0,28.0,209.0,20.0,20.0,79.0,301.0,77.0,47.0,8.39,8.97,19.9,4.0,12.0,15.0,573.0,425.0,425.0,11.0,7.46,7.79,7.79,36.92,36.92,34.87,60.67,5.49,3.18,9.4,1.98,19.44,42.52,5.38,5.49,5.38,61.0,21.0,13.0,95.0,8.0,3.0,0.0,4.0,1.0,11.0,55.0,53.0,74.0,9.0,18.0,180.0,58.0,22.0,49.0,61.0,14.0,7.0,1.76,1.61,2.11,4.0,4.0,0.0,95.0,82.0,82.0,41.0,0.74,0.8,0.8,5.42,5.42,5.36
BOS,2024,BOS,BOS,Team Level,other,82,0.47,0.52,0.5,10178.0,155.32,34.7,10.73,29.0,5.38,84.62,52.56,31.68,34.7,31.68,135.0,82.0,82.0,299.0,35.0,13.0,3.0,21.0,2.0,70.0,76.0,100.0,182.0,4.0,8.0,130.0,27.0,24.0,26.0,116.0,48.0,53.0,4.52,5.59,24.59,7.0,5.0,23.0,299.0,217.0,217.0,7.0,3.09,5.35,5.35,32.44,32.44,31.26,155.1,38.97,10.81,27.48,5.71,81.09,51.95,36.77,38.97,36.77,146.0,70.0,62.0,278.0,42.0,15.0,3.0,22.0,1.0,72.0,64.0,104.0,174.0,3.0,8.0,131.0,19.0,14.0,29.0,113.0,39.0,64.0,4.56,4.61,29.79,7.0,6.0,29.0,278.0,216.0,216.0,18.0,3.18,4.4,4.4,37.75,37.75,36.23
BOS,2024,BOS,BOS,Team Level,all,82,0.48,0.48,0.48,298437.0,2407.81,236.78,160.15,582.24,81.29,1285.62,938.92,224.33,237.22,224.68,2174.0,1111.0,1318.0,4603.0,222.0,239.0,23.0,448.0,7.0,1007.0,1362.0,1952.0,3063.0,305.0,711.0,2427.0,2168.0,438.0,1335.0,2421.0,587.0,277.0,67.53,72.75,96.5,71.0,90.0,61.0,4584.87,3285.0,3282.47,649.0,35.84,52.92,52.92,219.7,219.93,214.5,2578.71,258.54,169.16,627.15,87.67,1390.91,1024.57,248.26,260.33,249.92,2346.0,1212.0,1365.0,4923.0,271.0,251.0,29.0,538.0,11.0,1103.0,1384.0,2075.0,3287.0,300.0,693.0,2268.0,1793.0,439.0,1319.0,2636.0,632.0,290.0,74.84,79.51,104.2,108.0,84.0,79.0,4964.07,3558.0,3588.14,587.0,37.58,52.93,53.02,243.1,244.37,239.24
BOS,2024,BOS,BOS,Team Level,5on5,82,0.48,0.48,0.47,243937.0,1845.23,154.43,115.88,462.59,61.81,987.82,740.46,148.28,154.87,148.63,1655.0,868.0,1079.0,3602.0,153.0,171.0,16.0,360.0,5.0,750.0,1084.0,1502.0,2370.0,274.0,649.0,1871.0,2053.0,372.0,1179.0,1917.0,441.0,165.0,51.37,55.32,47.74,58.0,74.0,21.0,3583.87,2523.0,2520.47,598.0,24.02,36.89,37.17,141.28,141.51,139.41,2018.48,164.82,125.9,518.96,68.71,1104.54,816.06,159.03,166.61,160.7,1815.0,984.0,1146.0,3945.0,165.0,193.0,18.0,436.0,6.0,881.0,1118.0,1650.0,2634.0,275.0,641.0,1755.0,1703.0,380.0,1173.0,2165.0,482.0,152.0,60.32,61.12,43.38,86.0,59.0,20.0,3986.07,2799.0,2829.14,530.0,26.08,39.62,39.64,151.26,152.53,150.2
BOS,2024,BOS,BOS,Team Level,4on5,82,0.09,0.14,0.16,22021.0,58.06,4.53,2.72,9.15,1.91,19.45,41.23,4.42,4.53,4.42,58.0,21.0,12.0,91.0,3.0,3.0,0.0,4.0,0.0,17.0,52.0,55.0,76.0,8.0,16.0,194.0,60.0,20.0,46.0,64.0,10.0,5.0,1.91,1.33,1.29,3.0,0.0,0.0,91.0,79.0,79.0,35.0,0.62,0.72,0.72,4.43,4.43,4.42,311.56,45.63,27.86,66.29,10.25,175.93,93.05,43.79,45.63,43.79,291.0,128.0,146.0,565.0,53.0,36.0,8.0,74.0,3.0,132.0,121.0,238.0,366.0,16.0,32.0,211.0,20.0,19.0,79.0,269.0,88.0,62.0,7.31,10.86,27.46,9.0,16.0,28.0,565.0,419.0,419.0,9.0,7.27,7.16,7.16,45.74,45.74,44.54
BOS,2024,BOS,BOS,Team Level,5on4,82,0.83,0.82,0.79,22301.0,349.21,43.11,30.82,81.5,12.17,193.72,104.66,39.94,43.11,39.94,326.0,140.0,145.0,611.0,31.0,52.0,4.0,63.0,0.0,170.0,150.0,295.0,435.0,19.0,38.0,232.0,28.0,22.0,84.0,324.0,88.0,54.0,9.72,10.5,22.9,3.0,11.0,17.0,611.0,466.0,466.0,9.0,8.11,9.96,9.67,41.55,41.55,39.41,93.57,9.13,4.59,14.41,2.99,29.35,63.52,8.67,9.13,8.67,94.0,30.0,11.0,135.0,11.0,7.0,0.0,6.0,1.0,18.0,81.0,83.0,113.0,6.0,12.0,171.0,51.0,26.0,38.0,89.0,23.0,12.0,2.65,2.91,3.58,6.0,3.0,2.0,135.0,124.0,124.0,30.0,1.05,1.75,1.82,8.36,8.36,8.27
DAL,2024,DAL,DAL,Team Level,other,81,0.51,0.46,0.44,10069.0,109.01,35.12,7.19,18.81,3.64,51.61,32.63,33.36,35.12,33.36,107.0,42.0,74.0,223.0,36.0,11.0,2.0,19.0,1.0,42.0,40.0,71.0,113.0,7.0,14.0,104.0,28.0,15.0,26.0,60.0,34.0,55.0,2.46,4.4,28.27,3.0,5.0,28.0,223.0,149.0,149.0,11.0,2.08,2.85,2.85,34.35,34.35,33.0,139.95,34.28,9.99,23.44,4.72,78.64,39.93,29.99,34.28,29.99,111.0,80.0,68.0,259.0,26.0,13.0,2.0,14.0,2.0,79.0,57.0,85.0,165.0,2.0,4.0,115.0,34.0,24.0,27.0,93.0,50.0,48.0,3.57,6.31,24.4,3.0,7.0,16.0,259.0,191.0,191.0,10.0,2.96,3.77,3.77,33.47,33.47,30.92
DAL,2024,DAL,DAL,Team Level,all,81,0.52,0.5,0.49,294058.0,2512.6,267.72,167.92,611.31,85.94,1329.38,963.73,255.38,269.38,256.98,2295.0,1131.0,1436.0,4862.0,274.0,280.0,35.0,459.0,10.0,1093.0,1310.0,2021.0,3152.0,242.0,518.0,2498.0,1234.0,367.0,1322.0,2389.0,746.0,291.0,71.7,94.81,101.2,82.0,101.0,91.0,4910.45,3426.0,3456.62,623.0,37.39,55.18,55.18,249.91,251.45,245.0,2589.8,249.94,168.49,633.09,86.9,1391.25,1011.34,237.19,248.8,236.11,2348.0,1193.0,1250.0,4791.0,217.0,242.0,29.0,517.0,10.0,1117.0,1438.0,2131.0,3324.0,255.0,559.0,2295.0,2069.0,435.0,1246.0,2616.0,641.0,284.0,75.47,77.1,97.37,74.0,72.0,71.0,4742.96,3541.0,3511.25,543.0,37.32,50.7,50.7,236.55,235.35,229.17
DAL,2024,DAL,DAL,Team Level,5on5,81,0.5,0.5,0.48,238999.0,1955.09,175.79,123.36,500.57,67.25,1035.27,766.77,169.63,177.44,171.22,1776.0,893.0,1163.0,3832.0,181.0,217.0,25.0,365.0,6.0,845.0,1055.0,1595.0,2488.0,211.0,454.0,1991.0,1150.0,317.0,1186.0,1937.0,567.0,165.0,58.71,72.21,44.87,74.0,74.0,33.0,3880.45,2669.0,2699.62,569.0,25.63,39.12,39.7,161.72,163.25,160.6,2079.64,174.48,128.41,532.0,69.67,1107.91,831.52,168.14,173.35,167.06,1873.0,971.0,1059.0,3903.0,152.0,194.0,25.0,429.0,8.0,877.0,1184.0,1721.0,2692.0,235.0,517.0,1763.0,1952.0,367.0,1111.0,2158.0,503.0,183.0,62.33,60.34,51.82,60.0,58.0,34.0,3854.96,2844.0,2814.25,499.0,26.63,38.93,39.16,161.95,160.75,158.31
DAL,2024,DAL,DAL,Team Level,4on5,81,0.13,0.14,0.16,21105.0,63.24,5.43,2.85,9.58,1.87,19.32,43.96,5.28,5.43,5.28,71.0,12.0,5.0,88.0,6.0,3.0,1.0,7.0,0.0,14.0,53.0,65.0,77.0,9.0,18.0,174.0,35.0,13.0,40.0,60.0,16.0,7.0,1.67,1.96,1.8,1.0,3.0,2.0,88.0,83.0,83.0,34.0,0.66,0.53,0.53,5.56,5.56,5.45,308.57,36.18,27.08,68.06,10.45,184.21,96.03,34.14,36.18,34.14,291.0,131.0,120.0,542.0,35.0,32.0,2.0,71.0,0.0,150.0,134.0,256.0,387.0,14.0,30.0,215.0,26.0,15.0,71.0,304.0,70.0,48.0,8.17,8.17,19.85,9.0,6.0,20.0,542.0,422.0,422.0,7.0,7.04,7.57,7.57,35.65,35.65,34.53
DAL,2024,DAL,DAL,Team Level,5on4,81,0.91,0.89,0.86,23885.0,385.26,51.39,34.52,82.35,13.19,223.18,120.38,47.12,51.39,47.12,341.0,184.0,194.0,719.0,51.0,49.0,7.0,68.0,3.0,192.0,162.0,290.0,474.0,15.0,32.0,229.0,21.0,22.0,70.0,332.0,129.0,64.0,8.88,16.25,26.26,4.0,19.0,28.0,719.0,525.0,525.0,9.0,9.03,12.68,12.11,48.3,48.3,45.96,61.63,4.99,2.99,9.59,2.07,20.5,43.86,4.92,4.99,4.92,73.0,11.0,3.0,87.0,4.0,3.0,0.0,3.0,0.0,11.0,63.0,69.0,80.0,4.0,8.0,202.0,57.0,29.0,37.0,61.0,18.0,5.0,1.4,2.28,1.31,2.0,1.0,1.0,87.0,84.0,84.0,27.0,0.69,0.44,0.21,5.47,5.47,5.41
MTL,2024,MTL,MTL,Team Level,other,81,0.44,0.43,0.44,11556.0,138.41,31.48,9.24,24.23,4.68,73.04,47.35,29.2,31.48,29.2,117.0,73.0,61.0,251.0,33.0,8.0,2.0,21.0,3.0,67.0,58.0,84.0,157.0,9.0,23.0,141.0,37.0,25.0,28.0,95.0,50.0,45.0,4.14,5.87,21.46,4.0,8.0,21.0,251.0,190.0,190.0,6.0,2.65,2.21,2.4,31.73,31.73,29.62,178.25,40.09,12.56,32.42,6.07,91.86,56.01,36.43,40.09,36.43,161.0,78.0,98.0,337.0,33.0,28.0,2.0,23.0,1.0,89.0,65.0,128.0,206.0,5.0,13.0,135.0,36.0,11.0,27.0,120.0,65.0,54.0,4.73,8.29,27.07,4.0,11.0,18.0,337.0,239.0,239.0,10.0,3.67,9.2,9.03,34.73,34.73,33.16
MTL,2024,MTL,MTL,Team Level,all,81,0.46,0.47,0.47,295313.0,2333.36,238.69,154.5,555.95,79.03,1258.39,927.45,229.58,237.84,228.73,2074.0,1140.0,1311.0,4525.0,239.0,214.0,29.0,419.0,12.0,1055.0,1275.0,1835.0,2975.0,310.0,676.0,2297.0,1960.0,390.0,1129.0,2284.0,681.0,249.0,69.86,83.67,85.16,93.0,76.0,70.0,4494.31,3214.0,3196.69,486.0,34.14,44.13,44.91,227.91,226.81,221.03,2667.58,281.97,179.18,633.26,89.45,1420.77,1019.35,264.71,284.68,267.26,2354.0,1270.0,1546.0,5170.0,259.0,285.0,30.0,491.0,5.0,1114.0,1470.0,2095.0,3365.0,287.0,624.0,2210.0,1747.0,401.0,1130.0,2576.0,720.0,328.0,77.23,90.29,114.44,96.0,100.0,63.0,5213.95,3624.0,3656.57,533.0,39.98,65.15,65.26,256.71,258.88,251.13
MTL,2024,MTL,MTL,Team Level,5on5,81,0.47,0.48,0.47,238151.0,1835.44,165.63,116.53,457.65,62.78,993.85,745.56,160.41,164.77,159.56,1641.0,901.0,1115.0,3657.0,155.0,174.0,20.0,347.0,6.0,813.0,1047.0,1486.0,2387.0,272.0,592.0,1767.0,1851.0,320.0,1004.0,1857.0,533.0,152.0,56.66,66.21,42.74,78.0,53.0,24.0,3626.31,2542.0,2524.69,451.0,24.15,34.31,34.39,155.38,154.28,151.83,2062.48,185.87,130.78,515.97,69.65,1093.28,816.44,178.75,188.58,181.31,1798.0,1014.0,1211.0,4023.0,180.0,220.0,26.0,392.0,3.0,804.0,1213.0,1618.0,2632.0,256.0,560.0,1666.0,1636.0,345.0,999.0,2085.0,524.0,203.0,62.12,66.32,57.44,81.0,73.0,26.0,4066.95,2812.0,2844.57,485.0,27.1,46.42,47.02,165.96,168.13,165.5
