team,season,name,team,position,situation,games_played,xGoalsPercentage,corsiPercentage,fenwickPercentage,iceTime,xOnGoalFor,xGoalsFor,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shotsOnGoalFor,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,goalsFor,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xGoalsAgainst,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shotsOnGoalAgainst,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,goalsAgainst,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst
EDM,2024,EDM,EDM,Team Level,all,81,0.55,0.54,0.54,293924.0,2748.36,274.27,181.46,657.7,90.91,1457.75,1082.91,259.18,275.09,259.94,2595.0,1150.0,1390.0,5135.0,256.0,296.0,37.0,525.0,8.0,1175.0,1485.0,2339.0,3489.0,246.0,549.0,2259.0,1231.0,440.0,1209.0,2727.0,723.0,295.0,80.3,89.85,104.12,89.0,91.0,76.0,5153.1,3745.0,3761.09,511.0,40.08,64.34,64.34,250.01,250.8,243.73,2335.83,227.57,149.76,570.38,78.89,1250.76,915.64,217.23,228.2,217.81,2193.0,1000.0,1235.0,4428.0,235.0,231.0,36.0,449.0,8.0,986.0,1284.0,1958.0,2958.0,251.0,559.0,2164.0,1643.0,380.0,1245.0,2380.0,557.0,256.0,68.67,68.56,90.34,92.0,83.0,60.0,4427.62,3193.0,3197.84,589.0,33.09,51.92,51.92,208.74,208.82,203.11
EDM,2024,EDM,EDM,Team Level,5on5,81,0.54,0.54,0.54,243983.0,2221.24,187.56,140.61,554.09,73.66,1184.61,899.47,180.19,188.38,180.94,2090.0,950.0,1182.0,4222.0,166.0,226.0,22.0,454.0,8.0,945.0,1241.0,1924.0,2874.0,219.0,486.0,1789.0,1156.0,387.0,1075.0,2303.0,564.0,173.0,67.38,70.63,49.55,74.0,69.0,23.0,4240.1,3040.0,3056.09,462.0,29.1,45.92,46.28,170.39,171.18,168.42,1867.93,156.88,115.15,475.24,62.96,999.12,745.66,151.17,157.51,151.76,1751.0,804.0,1012.0,3567.0,171.0,186.0,31.0,370.0,4.0,764.0,1060.0,1580.0,2384.0,233.0,517.0,1720.0,1571.0,325.0,1115.0,1946.0,447.0,162.0,55.56,55.35,45.97,79.0,65.0,27.0,3566.62,2555.0,2559.84,543.0,23.83,40.26,40.29,140.43,140.49,138.31
EDM,2024,EDM,EDM,Team Level,4on5,81,0.11,0.13,0.16,19229.0,51.4,4.46,2.33,7.6,1.61,16.41,36.59,4.41,4.46,4.41,54.0,15.0,9.0,78.0,4.0,4.0,1.0,1.0,0.0,15.0,45.0,50.0,65.0,9.0,21.0,157.0,45.0,21.0,33.0,48.0,17.0,4.0,1.22,2.15,1.08,2.0,1.0,1.0,78.0,69.0,69.0,25.0,0.53,0.81,0.59,4.4,4.4,4.38,272.89,37.35,22.28,59.91,9.18,158.5,83.77,34.88,37.35,34.88,252.0,119.0,140.0,511.0,42.0,29.0,5.0,53.0,2.0,127.0,118.0,210.0,329.0,7.0,17.0,177.0,24.0,17.0,66.0,263.0,58.0,50.0,7.25,6.77,23.32,6.0,14.0,22.0,511.0,371.0,371.0,10.0,5.78,8.45,8.42,34.7,34.7,33.02
EDM,2024,EDM,EDM,Team Level,5on4,81,0.9,0.88,0.85,20017.0,306.81,42.85,27.09,66.24,10.2,173.05,91.55,38.52,42.85,38.52,301.0,110.0,131.0,542.0,47.0,41.0,6.0,51.0,0.0,142.0,130.0,254.0,364.0,14.0,31.0,197.0,11.0,18.0,61.0,278.0,78.0,55.0,7.49,9.13,26.23,8.0,10.0,29.0,542.0,411.0,411.0,9.0,7.13,9.19,9.05,40.93,40.93,38.02,55.6,4.9,2.47,8.06,1.77,17.19,38.61,4.81,4.9,4.81,54.0,19.0,4.0,77.0,4.0,3.0,0.0,3.0,0.0,9.0,54.0,50.0,69.0,8.0,19.0,147.0,30.0,22.0,30.0,54.0,14.0,5.0,1.49,1.94,1.46,2.0,2.0,0.0,77.0,73.0,73.0,21.0,0.58,0.71,0.71,4.77,4.77,4.73
MIN,2024,MIN,MIN,Team Level,other,82,0.5,0.43,0.44,9951.0,127.71,36.65,8.62,20.26,4.2,66.19,40.08,31.99,36.65,31.99,121.0,55.0,54.0,230.0,42.0,10.0,2.0,9.0,0.0,61.0,54.0,79.0,134.0,4.0,8.0,113.0,14.0,12.0,31.0,81.0,34.0,61.0,3.26,4.41,28.98,4.0,8.0,30.0,230.0,176.0,176.0,11.0,2.63,4.08,4.08,35.21,35.21,32.24,165.64,36.14,11.89,29.15,5.43,91.92,52.47,31.92,36.14,31.92,161.0,66.0,77.0,304.0,32.0,18.0,2.0,17.0,0.0,79.0,81.0,129.0,195.0,7.0,16.0,117.0,24.0,12.0,26.0,108.0,60.0,59.0,4.49,7.7,23.95,7.0,7.0,18.0,304.0,227.0,227.0,12.0,3.44,5.91,5.91,33.67,33.67,30.74
MIN,2024,MIN,MIN,Team Level,all,82,0.5,0.48,0.48,298584.0,2433.85,237.43,162.04,581.56,81.93,1334.81,975.24,223.81,238.41,224.71,2264.0,1109.0,1275.0,4648.0,225.0,248.0,24.0,408.0,8.0,1063.0,1421.0,2039.0,3148.0,252.0,588.0,2081.0,1645.0,407.0,1224.0,2529.0,589.0,255.0,69.33,73.38,94.73,81.0,73.0,71.0,4657.7,3373.0,3383.53,581.0,35.94,53.99,53.99,219.39,219.97,213.35,2631.92,238.14,173.61,642.94,88.61,1465.49,1038.26,226.23,239.4,227.44,2428.0,1220.0,1455.0,5103.0,236.0,231.0,31.0,505.0,6.0,1127.0,1543.0,2192.0,3412.0,250.0,580.0,2375.0,1604.0,349.0,1229.0,2777.0,616.0,255.0,77.09,75.43,85.62,82.0,82.0,72.0,5118.85,3648.0,3660.37,542.0,38.38,49.87,49.92,226.54,227.52,220.49
MIN,2024,MIN,MIN,Team Level,5on5,82,0.49,0.48,0.48,249544.0,1947.78,153.2,123.03,486.9,65.91,1069.58,808.39,147.35,154.18,148.24,1792.0,915.0,1081.0,3788.0,141.0,191.0,16.0,351.0,6.0,842.0,1176.0,1651.0,2566.0,232.0,544.0,1672.0,1578.0,355.0,1104.0,2105.0,471.0,131.0,57.36,57.96,37.86,69.0,54.0,18.0,3797.7,2707.0,2717.53,540.0,25.46,38.48,38.93,139.74,140.33,138.33,2092.87,158.24,131.61,534.71,70.39,1160.08,848.02,152.59,159.5,153.79,1897.0,1007.0,1242.0,4146.0,148.0,178.0,22.0,424.0,5.0,883.0,1266.0,1749.0,2756.0,220.0,518.0,1877.0,1515.0,297.0,1114.0,2300.0,457.0,147.0,61.78,55.92,40.53,63.0,58.0,27.0,4161.85,2904.0,2916.37,503.0,27.11,34.94,35.06,150.23,151.21,148.69
MIN,2024,MIN,MIN,Team Level,4on5,82,0.08,0.09,0.11,18853.0,41.14,3.37,1.82,6.8,1.25,12.31,28.45,3.26,3.37,3.26,45.0,9.0,6.0,60.0,3.0,2.0,0.0,3.0,0.0,7.0,39.0,42.0,51.0,9.0,22.0,141.0,34.0,14.0,27.0,46.0,4.0,4.0,1.24,0.7,1.43,1.0,0.0,2.0,60.0,54.0,54.0,20.0,0.43,0.67,0.67,3.13,3.13,3.1,321.72,40.06,27.67,71.13,11.11,196.51,99.51,38.15,40.06,38.15,313.0,133.0,127.0,573.0,52.0,35.0,7.0,61.0,1.0,154.0,143.0,261.0,394.0,15.0,30.0,204.0,13.0,15.0,62.0,310.0,91.0,45.0,9.13,10.77,20.16,11.0,14.0,27.0,573.0,446.0,446.0,5.0,7.27,9.02,8.96,38.38,38.38,36.94
MIN,2024,MIN,MIN,Team Level,5on4,82,0.92,0.88,0.86,20236.0,317.21,44.21,28.57,67.6,10.57,186.73,98.32,41.2,44.21,41.2,306.0,130.0,134.0,570.0,39.0,45.0,6.0,45.0,2.0,153.0,152.0,267.0,397.0,7.0,14.0,155.0,19.0,26.0,62.0,297.0,80.0,59.0,7.46,10.31,26.45,7.0,11.0,21.0,570.0,436.0,436.0,10.0,7.42,10.77,10.32,41.31,41.31,39.69,51.7,3.69,2.44,7.96,1.68,16.97,38.26,3.57,3.69,3.57,57.0,14.0,9.0,80.0,4.0,0.0,0.0,3.0,0.0,11.0,53.0,53.0,67.0,8.0,16.0,177.0,52.0,25.0,27.0,59.0,8.0,4.0,1.68,1.02,0.98,1.0,3.0,0.0,80.0,71.0,71.0,22.0,0.58,0.0,0.0,4.26,4.26,4.13
PHI,2024,PHI,PHI,Team Level,other,81,0.51,0.5,0.51,11062.0,161.75,36.06,11.19,29.37,5.22,82.82,55.36,33.39,36.06,33.39,145.0,75.0,84.0,304.0,34.0,16.0,0.0,19.0,1.0,73.0,77.0,111.0,186.0,7.0,14.0,116.0,40.0,20.0,37.0,115.0,52.0,53.0,4.2,6.38,25.47,5.0,7.0,22.0,304.0,220.0,220.0,20.0,3.22,5.62,5.46,33.81,33.81,32.12,154.99,35.02,10.34,27.97,5.24,77.83,56.61,32.79,35.02,32.79,139.0,74.0,94.0,307.0,42.0,18.0,4.0,16.0,1.0,59.0,77.0,97.0,171.0,11.0,22.0,142.0,32.0,17.0,29.0,98.0,68.0,47.0,3.97,8.16,22.89,9.0,10.0,23.0,307.0,213.0,213.0,11.0,2.89,7.12,7.2,30.71,30.71,29.9
PHI,2024,PHI,PHI,Team Level,all,81,0.51,0.48,0.5,296115.0,2409.26,247.1,167.15,578.14,81.88,1291.52,930.21,234.69,247.62,235.12,2188.0,1108.0,1231.0,4527.0,228.0,257.0,30.0,451.0,6.0,944.0,1410.0,1960.0,3068.0,252.0,550.0,2224.0,1717.0,420.0,1278.0,2384.0,622.0,290.0,69.28,79.37,98.45,88.0,79.0,61.0,4500.04,3296.0,3287.35,602.0,36.8,55.95,55.95,227.95,227.71,222.45,2405.01,233.2,157.35,576.43,80.33,1292.23,968.45,223.65,235.23,225.59,2179.0,1129.0,1565.0,4873.0,278.0,227.0,27.0,399.0,9.0,1026.0,1369.0,1901.0,3030.0,261.0,572.0,2230.0,1713.0,420.0,1232.0,2448.0,620.0,240.0,71.77,77.07,84.35,112.0,92.0,74.0,4938.28,3308.0,3348.37,574.0,34.51,54.43,54.58,213.12,215.14,210.94
PHI,2024,PHI,PHI,Team Level,5on5,81,0.53,0.48,0.5,245861.0,1949.82,174.53,130.2,489.11,66.33,1040.95,764.89,166.85,175.06,167.28,1768.0,898.0,994.0,3660.0,164.0,212.0,26.0,373.0,4.0,747.0,1166.0,1604.0,2502.0,225.0,493.0,1814.0,1611.0,354.0,1161.0,1990.0,484.0,192.0,57.54,62.29,54.7,78.0,60.0,26.0,3633.04,2666.0,2657.35,555.0,27.05,44.55,44.71,156.87,156.63,154.19,1923.8,154.73,121.51,483.31,64.26,1043.78,783.41,149.32,156.77,151.25,1737.0,914.0,1310.0,3961.0,192.0,171.0,17.0,344.0,8.0,811.0,1125.0,1545.0,2459.0,230.0,507.0,1732.0,1606.0,370.0,1099.0,2054.0,461.0,136.0,59.13,57.5,38.1,97.0,69.0,26.0,4026.28,2651.0,2691.37,532.0,25.16,35.49,35.85,144.05,146.06,143.81
PHI,2024,PHI,PHI,Team Level,4on5,81,0.13,0.13,0.15,18656.0,47.11,5.5,2.88,6.77,1.6,15.86,31.39,5.49,5.5,5.49,48.0,16.0,13.0,77.0,4.0,3.0,0.0,3.0,0.0,9.0,45.0,44.0,60.0,4.0,11.0,119.0,45.0,27.0,27.0,38.0,20.0,6.0,1.14,2.77,1.6,2.0,2.0,0.0,77.0,64.0,64.0,23.0,0.65,0.28,0.28,5.89,5.89,5.88,259.54,37.3,22.11,55.45,8.47,148.16,79.52,35.5,37.3,35.5,225.0,126.0,153.0,504.0,36.0,36.0,6.0,31.0,0.0,139.0,109.0,189.0,315.0,15.0,33.0,176.0,24.0,16.0,78.0,227.0,70.0,54.0,6.33,8.73,22.24,4.0,7.0,25.0,504.0,351.0,351.0,9.0,5.68,11.01,10.71,32.26,32.26,31.15
PHI,2024,PHI,PHI,Team Level,5on4,81,0.83,0.83,0.79,20536.0,250.58,31.0,22.89,52.89,8.74,151.9,78.56,28.97,31.0,28.97,227.0,119.0,140.0,486.0,26.0,26.0,4.0,56.0,1.0,115.0,122.0,201.0,320.0,16.0,32.0,175.0,21.0,19.0,53.0,241.0,66.0,39.0,6.39,7.93,16.68,3.0,10.0,13.0,486.0,346.0,346.0,4.0,5.88,5.5,5.5,31.39,31.39,30.27,66.68,6.15,3.38,9.71,2.37,22.46,48.92,6.03,6.15,6.03,78.0,15.0,8.0,101.0,8.0,2.0,0.0,8.0,0.0,17.0,58.0,70.0,85.0,5.0,10.0,180.0,51.0,17.0,26.0,69.0,21.0,3.0,2.34,2.69,1.13,2.0,6.0,0.0,101.0,93.0,93.0,22.0,0.77,0.82,0.82,6.1,6.1,6.08
STL,2024,STL,STL,Team Level,other,82,0.5,0.52,0.49,10845.0,128.19,28.68,9.11,23.54,4.25,68.54,42.94,26.58,28.68,26.58,122.0,56.0,93.0,271.0,33.0,15.0,8.0,14.0,3.0,60.0,53.0,89.0,145.0,2.0,4.0,146.0,30.0,14.0,32.0,93.0,42.0,43.0,3.91,5.27,19.5,9.0,7.0,17.0,271.0,178.0,178.0,12.0,2.62,5.37,5.37,25.87,25.87,24.54,134.1,28.27,9.23,22.42,4.39,73.83,46.87,25.52,28.27,25.52,119.0,66.0,61.0,246.0,32.0,10.0,3.0,17.0,1.0,60.0,65.0,87.0,153.0,4.0,8.0,106.0,32.0,19.0,28.0,89.0,56.0,40.0,3.68,6.53,18.06,6.0,11.0,15.0,246.0,185.0,185.0,9.0,2.65,4.39,4.39,26.52,26.52,25.33
STL,2024,STL,STL,Team Level,all,82,0.49,0.49,0.49,298883.0,2314.46,222.26,153.26,557.15,76.01,1259.23,908.22,213.8,223.62,215.09,2186.0,992.0,1323.0,4501.0,250.0,204.0,36.0,458.0,6.0,937.0,1323.0,1936.0,2928.0,248.0,573.0,2329.0,2003.0,367.0,1293.0,2370.0,560.0,248.0,68.9,69.56,83.8,100.0,77.0,73.0,4522.12,3178.0,3188.42,593.0,33.79,44.72,44.72,211.2,212.38,207.92,2429.08,231.25,160.45,589.87,81.97,1323.63,963.84,218.36,231.77,218.85,2236.0,1115.0,1392.0,4743.0,231.0,239.0,24.0,517.0,3.0,1049.0,1312.0,2005.0,3120.0,250.0,582.0,2188.0,1699.0,400.0,1209.0,2490.0,599.0,262.0,69.39,73.28,88.57,81.0,84.0,66.0,4731.04,3351.0,3359.15,557.0,35.47,49.29,49.29,217.43,217.96,211.92
STL,2024,STL,STL,Team Level,5on5,82,0.5,0.48,0.49,251379.0,1870.68,156.09,118.36,468.45,61.13,1014.63,749.41,151.57,157.45,152.86,1775.0,794.0,1100.0,3669.0,175.0,155.0,23.0,388.0,1.0,745.0,1105.0,1600.0,2394.0,235.0,544.0,1843.0,1915.0,328.0,1184.0,1963.0,446.0,160.0,56.16,55.94,43.98,85.0,60.0,30.0,3690.12,2569.0,2579.42,555.0,24.46,32.98,33.23,147.26,148.44,146.6,1955.26,158.88,123.16,496.98,66.03,1062.56,791.38,153.22,159.41,153.7,1790.0,909.0,1202.0,3901.0,147.0,189.0,16.0,442.0,2.0,837.0,1082.0,1643.0,2552.0,232.0,541.0,1770.0,1600.0,345.0,1111.0,2079.0,454.0,166.0,57.01,56.1,45.77,63.0,61.0,23.0,3889.04,2699.0,2707.15,528.0,25.59,36.52,36.53,147.94,148.47,146.08
STL,2024,STL,STL,Team Level,4on5,82,0.07,0.11,0.13,18290.0,43.06,2.87,1.91,6.12,1.29,13.69,32.13,2.84,2.87,2.84,48.0,10.0,6.0,64.0,3.0,0.0,0.0,3.0,0.0,6.0,46.0,45.0,55.0,2.0,4.0,167.0,30.0,14.0,27.0,49.0,8.0,1.0,1.68,0.89,0.3,2.0,1.0,0.0,64.0,58.0,58.0,21.0,0.44,0.0,0.0,3.3,3.3,3.27,290.86,40.67,25.69,62.6,9.95,171.08,90.0,36.28,40.67,36.28,274.0,126.0,119.0,519.0,47.0,38.0,5.0,54.0,0.0,142.0,119.0,227.0,353.0,9.0,18.0,156.0,13.0,20.0,45.0,266.0,82.0,52.0,7.18,9.69,23.8,9.0,11.0,27.0,519.0,400.0,400.0,5.0,6.69,7.98,7.98,39.38,39.38,36.97
STL,2024,STL,STL,Team Level,5on4,82,0.91,0.87,0.85,18369.0,272.53,34.63,23.87,59.05,9.34,162.37,83.75,32.8,34.63,32.8,241.0,132.0,124.0,497.0,39.0,34.0,5.0,53.0,2.0,126.0,119.0,202.0,334.0,9.0,21.0,173.0,28.0,11.0,50.0,265.0,64.0,44.0,7.14,7.47,20.01,4.0,9.0,26.0,497.0,373.0,373.0,5.0,6.28,6.38,6.13,34.77,34.77,33.5,48.87,3.43,2.36,7.87,1.6,16.16,35.57,3.35,3.43,3.35,53.0,14.0,10.0,77.0,5.0,2.0,0.0,4.0,0.0,10.0,46.0,48.0,62.0,5.0,15.0,156.0,54.0,16.0,25.0,56.0,7.0,4.0,1.52,0.97,0.94,3.0,1.0,1.0,77.0,67.0,67.0,15.0,0.55,0.4,0.4,3.58,3.58,3.54
DET,2024,DET,DET,Team Level,other,80,0.5,0.47,0.49,9654.0,136.65,38.34,9.45,23.31,4.53,66.39,41.97,34.36,38.34,34.36,124.0,60.0,56.0,240.0,31.0,13.0,3.0,24.0,1.0,54.0,61.0,93.0,153.0,1.0,2.0,122.0,23.0,15.0,31.0,85.0,44.0,55.0,3.29,5.53,29.52,2.0,8.0,21.0,240.0,184.0,184.0,8.0,2.82,4.35,4.78,36.37,36.37,33.68,143.26,38.88,9.69,25.09,4.74,74.55,40.06,35.62,38.88,35.62,127.0,66.0,81.0,274.0,34.0,17.0,0.0,24.0,0.0,72.0,46.0,93.0,159.0,7.0,14.0,120.0,34.0,18.0,30.0,83.0,52.0,58.0,3.31,6.28,29.29,6.0,5.0,23.0,274.0,193.0,193.0,10.0,2.91,5.67,5.77,36.02,36.02,33.57
DET,2024,DET,DET,Team Level,all,80,0.49,0.48,0.49,291181.0,2436.78,251.8,163.01,584.3,81.48,1305.77,936.63,238.27,251.56,238.02,2189.0,1134.0,1251.0,4574.0,227.0,242.0,26.0,428.0,9.0,1064.0,1353.0,1962.0,3096.0,212.0,455.0,2228.0,1540.0,357.0,1231.0,2389.0,649.0,285.0,68.78,80.76,102.28,71.0,79.0,77.0,4554.14,3323.0,3317.49,604.0,36.29,53.78,53.78,234.32,234.03,227.08,2539.61,262.13,168.98,616.33,85.99,1367.43,982.14,247.52,264.04,249.33,2287.0,1196.0,1374.0,4857.0,253.0,255.0,28.0,493.0,7.0,1142.0,1333.0,2034.0,3230.0,261.0,551.0,2307.0,1792.0,374.0,1220.0,2507.0,671.0,305.0,70.15,82.4,109.58,94.0,75.0,84.0,4892.92,3483.0,3502.7,584.0,37.32,56.8,56.81,242.63,244.4,237.01
DET,2024,DET,DET,Team Level,5on5,80,0.48,0.48,0.48,243484.0,1905.75,160.68,119.39,479.33,64.35,1023.52,764.73,154.33,160.43,154.08,1701.0,911.0,1045.0,3657.0,138.0,187.0,15.0,357.0,6.0,826.0,1098.0,1563.0,2474.0,197.0,425.0,1761.0,1457.0,311.0,1110.0,1977.0,476.0,159.0,56.02,59.49,45.17,57.0,57.0,24.0,3637.14,2612.0,2606.49,566.0,24.77,39.33,38.9,146.54,146.24,144.16,2059.3,175.22,131.18,524.28,70.32,1110.02,822.97,167.26,177.13,169.07,1841.0,993.0,1127.0,3961.0,159.0,196.0,20.0,431.0,4.0,925.0,1119.0,1682.0,2675.0,238.0,505.0,1876.0,1700.0,331.0,1117.0,2122.0,528.0,184.0,58.01,65.05,52.16,76.0,59.0,24.0,3996.92,2834.0,2853.7,543.0,27.19,40.66,40.58,161.83,163.59,160.49
DET,2024,DET,DET,Team Level,4on5,80,0.06,0.09,0.1,16975.0,35.53,2.84,1.53,5.86,1.05,10.72,23.99,2.73,2.84,2.73,38.0,8.0,7.0,53.0,2.0,1.0,0.0,2.0,0.0,4.0,37.0,36.0,44.0,3.0,6.0,142.0,49.0,18.0,31.0,36.0,6.0,4.0,1.0,0.74,1.1,1.0,1.0,0.0,53.0,46.0,46.0,27.0,0.35,0.29,0.29,2.9,2.9,2.88,292.38,43.99,25.73,60.51,9.48,168.42,87.86,40.71,43.99,40.71,271.0,125.0,154.0,550.0,53.0,39.0,8.0,35.0,3.0,138.0,128.0,218.0,343.0,9.0,18.0,146.0,8.0,6.0,37.0,258.0,79.0,59.0,7.42,9.34,27.22,8.0,10.0,35.0,550.0,396.0,396.0,3.0,6.67,9.99,9.99,40.68,40.68,38.9
DET,2024,DET,DET,Team Level,5on4,80,0.93,0.9,0.89,21068.0,358.84,49.94,32.63,75.8,11.55,205.13,105.94,46.84,49.94,46.84,326.0,155.0,143.0,624.0,56.0,41.0,8.0,45.0,2.0,180.0,157.0,270.0,425.0,11.0,22.0,203.0,11.0,13.0,59.0,291.0,123.0,67.0,8.47,14.99,26.49,11.0,13.0,32.0,624.0,481.0,481.0,3.0,8.36,9.8,9.8,48.5,48.5,46.35,44.66,4.04,2.38,6.45,1.45,14.44,31.25,3.93,4.04,3.93,48.0,12.0,12.0,72.0,7.0,3.0,0.0,3.0,0.0,7.0,40.0,41.0,53.0,7.0,14.0,165.0,50.0,19.0,36.0,44.0,12.0,4.0,1.41,1.72,0.91,4.0,1.0,2.0,72.0,60.0,60.0,28.0,0.55,0.48,0.48,4.11,4.11,4.06
FLA,2024,FLA,FLA,Team Level,other,82,0.54,0.58,0.58,12475.0,206.82,43.75,15.17,39.58,7.4,109.76,67.35,36.52,43.75,36.52,180.0,103.0,101.0,384.0,32.0,35.0,2.0,26.0,2.0,105.0,83.0,148.0,251.0,9.0,18.0,145.0,41.0,16.0,35.0,145.0,64.0,74.0,5.5,7.69,30.56,5.0,4.0,23.0,384.0,283.0,283.0,17.0,4.5,10.67,10.77,37.48,37.48,33.98,154.46,37.34,10.28,28.5,5.0,77.93,49.94,33.74,37.34,33.74,150.0,59.0,64.0,273.0,37.0,12.0,1.0,16.0,1.0,74.0,69.0,113.0,172.0,6.0,12.0,137.0,34.0,14.0,44.0,117.0,41.0,51.0,4.26,5.11,27.97,3.0,7.0,27.0,273.0,209.0,209.0,16.0,2.99,3.57,3.57,36.76,36.76,34.1
FLA,2024,FLA,FLA,Team Level,all,82,0.55,0.56,0.55,298400.0,2849.18,286.31,192.27,704.75,97.18,1554.12,1102.36,266.57,286.96,267.22,2589.0,1348.0,1522.0,5459.0,246.0,332.0,34.0,601.0,6.0,1390.0,1362.0,2343.0,3691.0,323.0,721.0,2383.0,2446.0,410.0,1176.0,2905.0,686.0,346.0,82.28,84.3,119.73,89.0,78.0,79.0,5496.03,3937.0,3955.32,517.0,43.02,74.43,74.43,254.9,255.68,245.64,2366.57,235.73,156.99,575.92,79.54,1273.93,927.89,223.66,235.27,223.27,2148.0,1102.0,1086.0,4336.0,223.0,221.0,22.0,469.0,7.0,1057.0,1273.0,1925.0,3027.0,311.0,692.0,2442.0,1822.0,375.0,1139.0,2420.0,565.0,265.0,66.91,69.88,98.94,69.0,79.0,75.0,4330.32,3250.0,3242.9,559.0,35.24,47.45,47.45,223.53,223.27,215.96
FLA,2024,FLA,FLA,Team Level,5on5,82,0.55,0.56,0.55,241236.0,2201.18,180.27,139.73,575.01,75.17,1205.09,875.73,172.35,180.92,173.0,1986.0,1065.0,1212.0,4263.0,153.0,242.0,22.0,485.0,1.0,1088.0,1082.0,1833.0,2898.0,296.0,664.0,1857.0,2280.0,346.0,1046.0,2373.0,488.0,190.0,65.71,60.68,53.88,76.0,53.0,24.0,4300.03,3051.0,3069.32,461.0,28.9,48.27,48.85,160.32,161.1,157.99,1835.55,149.12,115.82,468.85,61.94,991.98,744.31,144.05,148.66,143.66,1653.0,879.0,883.0,3415.0,139.0,170.0,17.0,389.0,3.0,822.0,1009.0,1514.0,2393.0,277.0,621.0,1851.0,1697.0,310.0,984.0,1956.0,428.0,148.0,53.99,53.13,42.0,60.0,58.0,21.0,3409.32,2532.0,2524.9,500.0,24.02,35.17,35.17,137.97,137.72,135.51
FLA,2024,FLA,FLA,Team Level,4on5,82,0.1,0.15,0.17,22910.0,62.26,5.21,3.13,10.04,2.21,21.56,45.85,5.08,5.21,5.08,67.0,21.0,12.0,100.0,10.0,7.0,3.0,7.0,0.0,9.0,55.0,57.0,78.0,5.0,10.0,158.0,84.0,28.0,43.0,68.0,16.0,4.0,2.03,1.92,1.26,3.0,5.0,2.0,100.0,88.0,88.0,34.0,0.72,1.34,1.34,4.59,4.59,4.54,325.3,44.6,28.72,70.86,10.95,188.63,98.23,41.9,44.6,41.9,285.0,157.0,132.0,574.0,41.0,34.0,4.0,61.0,3.0,147.0,156.0,244.0,401.0,18.0,36.0,237.0,33.0,20.0,73.0,299.0,84.0,59.0,7.62,10.21,26.78,4.0,11.0,26.0,574.0,442.0,442.0,13.0,7.72,7.34,7.34,44.99,44.99,42.75
