season,division,conference,teamId,teamName,teamAbbrev,teamLogo,clinchIndicator,conferenceAbbrev,conferenceHomeSequence,conferenceL10Sequence,conferenceRoadSequence,conferenceSequence,date,divisionAbbrev,divisionHomeSequence,divisionL10Sequence,divisionRoadSequence,divisionSequence,gameTypeId,gamesPlayed,goalDifferential,goalDifferentialPctg,goalAgainst,goalFor,goalsForPctg,homeGamesPlayed,homeGoalDifferential,homeGoalsAgainst,homeGoalsFor,homeLosses,homeOtLosses,homePoints,homeRegulationPlusOtWins,homeRegulationWins,homeTies,homeWins,l10GamesPlayed,l10GoalDifferential,l10GoalsAgainst,l10GoalsFor,l10Losses,l10OtLosses,l10Points,l10RegulationPlusOtWins,l10RegulationWins,l10Ties,l10Wins,leagueHomeSequence,leagueL10Sequence,leagueRoadSequence,leagueSequence,losses,otLosses,placeName_default,pointPctg,points,regulationPlusOtWinPctg,regulationPlusOtWins,regulationWinPctg,regulationWins,roadGamesPlayed,roadGoalDifferential,roadGoalsAgainst,roadGoalsFor,roadLosses,roadOtLosses,roadPoints,roadRegulationPlusOtWins,roadRegulationWins,roadTies,roadWins,seasonId,shootoutLosses,shootoutWins,streakCode,streakCount,teamCommonName_default,ties,waiversSequence,wildcardSequence,winPctg,wins,placeName_fr,teamCommonName_fr
20242025,Metropolitan,Eastern,0,New York Rangers,NYR,https://assets.nhle.com/logos/nhl/svg/NYR_light.svg,e,E,15,8,4,11,2025-04-17,M,7,2,3,5,2,82,1,0.00012195,255,256,0.031219510000000002,41,-8,127,119,19,3,41,18,16,0,19,10,3,39,42,4,1,11,5,4,0,5,28,16,13,22,36,7,NY Rangers,0.518293,85,0.463415,38,0.426829,35,41,9,128,137,17,4,44,20,19,0,20,20242025,0,1,W,2,Rangers,0,11,5,0.47561,39,,
20242025,Metropolitan,Eastern,0,New York Islanders,NYI,https://assets.nhle.com/logos/nhl/svg/NYI_light.svg,e,E,14,13,9,12,2025-04-17,M,6,7,4,6,2,82,-36,-0.00439024,260,224,0.027317070000000002,41,-16,131,115,17,5,43,17,15,0,19,10,-15,41,26,5,2,8,3,3,0,3,26,26,20,23,35,12,NY Islanders,0.5,82,0.402439,33,0.341463,28,41,-20,129,109,18,7,39,16,13,0,16,20242025,3,2,L,2,Islanders,0,10,6,0.426829,35,,
20242025,Metropolitan,Eastern,0,Pittsburgh Penguins,PIT,https://assets.nhle.com/logos/nhl/svg/PIT_light.svg,e,E,12,9,13,13,2025-04-17,M,4,3,7,7,2,82,-50,-0.006097559999999999,293,243,0.029634149999999998,41,-12,144,132,15,5,47,20,13,0,21,10,-2,32,30,4,1,11,5,4,0,5,20,17,26,24,36,12,Pittsburgh,0.487805,80,0.402439,33,0.292683,24,41,-38,149,111,21,7,33,13,11,0,13,20242025,6,1,W,1,Penguins,0,9,7,0.414634,34,,
20242025,Pacific,Western,0,Anaheim Ducks,ANA,https://assets.nhle.com/logos/nhl/svg/ANA_light.svg,e,W,10,14,12,12,2025-04-17,P,5,7,6,6,2,82,-42,-0.005121949999999999,263,221,0.02695122,41,-5,128,123,18,2,44,19,16,0,21,10,-14,36,22,5,2,8,2,1,0,3,22,27,23,25,37,10,Anaheim,0.487805,80,0.378049,31,0.292683,24,41,-37,135,98,19,8,36,12,8,0,14,20242025,2,4,OT,2,Ducks,0,8,6,0.426829,35,,
20242025,Atlantic,Eastern,0,Buffalo Sabres,BUF,https://assets.nhle.com/logos/nhl/svg/BUF_light.svg,e,E,9,6,15,14,2025-04-17,A,6,5,7,7,2,82,-20,-0.00243902,289,269,0.03280488,41,10,134,144,15,3,49,19,18,0,23,10,5,33,38,3,1,13,5,5,0,6,17,13,28,26,39,7,Buffalo,0.481707,79,0.390244,32,0.353659,29,41,-30,155,125,24,4,30,13,11,0,13,20242025,2,4,W,1,Sabres,0,7,8,0.439024,36,,
20242025,Pacific,Western,0,Seattle Kraken,SEA,https://assets.nhle.com/logos/nhl/svg/SEA_light.svg,e,W,14,10,13,13,2025-04-17,P,7,5,7,7,2,82,-18,-0.00219512,265,247,0.03012195,41,0,125,125,18,5,41,17,14,0,18,10,2,29,31,5,0,10,4,4,0,5,30,20,24,27,41,6,Seattle,0.463415,76,0.402439,33,0.341463,28,41,-18,140,122,23,1,35,16,14,0,17,20242025,3,2,L,1,Kraken,0,6,7,0.426829,35,,
20242025,Atlantic,Eastern,0,Boston Bruins,BOS,https://assets.nhle.com/logos/nhl/svg/BOS_light.svg,e,E,11,14,16,15,2025-04-17,A,8,7,8,8,2,82,-50,-0.006097559999999999,272,222,0.02707317,41,3,117,120,14,7,47,20,15,0,20,10,-4,36,32,6,1,7,3,3,0,3,19,28,29,28,39,10,Boston,0.463415,76,0.402439,33,0.317073,26,41,-53,155,102,25,3,29,13,11,0,13,20242025,1,0,OT,1,Bruins,0,5,9,0.402439,33,,
20242025,Metropolitan,Eastern,0,Philadelphia Flyers,PHI,https://assets.nhle.com/logos/nhl/svg/PHI_light.svg,e,E,16,10,12,16,2025-04-17,M,8,4,6,8,2,82,-48,-0.00585366,286,238,0.02902439,41,-12,134,122,20,1,41,17,14,0,20,10,-1,39,38,4,1,11,4,4,0,5,29,18,25,29,39,10,Philadelphia,0.463415,76,0.329268,27,0.256098,21,41,-36,152,116,19,9,35,10,7,0,13,20242025,3,6,L,2,Flyers,0,4,10,0.402439,33,Philadelphie,
20242025,Central,Western,0,Nashville Predators,NSH,https://assets.nhle.com/logos/nhl/svg/NSH_light.svg,e,W,12,15,15,14,2025-04-17,C,7,8,7,7,2,82,-60,-0.00731707,274,214,0.02609756,41,-6,129,123,18,3,43,19,15,0,20,10,-12,42,30,7,0,6,2,1,0,3,25,31,31,30,44,8,Nashville,0.414634,68,0.341463,28,0.292683,24,41,-54,145,91,26,5,25,9,9,0,10,20242025,0,2,W,1,Predators,0,3,8,0.365854,30,,
20242025,Central,Western,0,Chicago Blackhawks,CHI,https://assets.nhle.com/logos/nhl/svg/CHI_light.svg,e,W,15,12,16,15,2025-04-17,C,8,6,8,8,2,82,-70,-0.00853659,296,226,0.027560980000000002,41,-23,146,123,20,6,36,15,13,0,15,10,-7,37,30,4,2,10,3,2,0,4,31,23,32,31,46,11,Chicago,0.371951,61,0.280488,23,0.243902,20,41,-47,150,103,26,5,25,8,7,0,10,20242025,4,2,W,2,Blackhawks,0,2,9,0.304878,25,,
20242025,Pacific,Western,0,San Jose Sharks,SJS,https://assets.nhle.com/logos/nhl/svg/SJS_light.svg,e,W,16,16,14,16,2025-04-17,P,8,8,8,8,2,82,-105,-0.012804880000000001,315,210,0.025609760000000002,41,-45,149,104,27,2,26,11,9,0,12,10,-24,45,21,7,3,3,0,0,0,0,32,32,30,32,50,12,San Jose,0.317073,52,0.219512,18,0.170732,14,41,-60,166,106,23,10,26,7,5,0,8,20242025,5,2,L,1,Sharks,0,1,10,0.243902,20,,
