season,division,conference,teamId,teamName,teamAbbrev,teamLogo,clinchIndicator,conferenceAbbrev,conferenceHomeSequence,conferenceL10Sequence,conferenceRoadSequence,conferenceSequence,date,divisionAbbrev,divisionHomeSequence,divisionL10Sequence,divisionRoadSequence,divisionSequence,gameTypeId,gamesPlayed,goalDifferential,goalDifferentialPctg,goalAgainst,goalFor,goalsForPctg,homeGamesPlayed,homeGoalDifferential,homeGoalsAgainst,homeGoalsFor,homeLosses,homeOtLosses,homePoints,homeRegulationPlusOtWins,homeRegulationWins,homeTies,homeWins,l10GamesPlayed,l10GoalDifferential,l10GoalsAgainst,l10GoalsFor,l10Losses,l10OtLosses,l10Points,l10RegulationPlusOtWins,l10RegulationWins,l10Ties,l10Wins,leagueHomeSequence,leagueL10Sequence,leagueRoadSequence,leagueSequence,losses,otLosses,placeName_default,pointPctg,points,regulationPlusOtWinPctg,regulationPlusOtWins,regulationWinPctg,regulationWins,roadGamesPlayed,roadGoalDifferential,roadGoalsAgainst,roadGoalsFor,roadLosses,roadOtLosses,roadPoints,roadRegulationPlusOtWins,roadRegulationWins,roadTies,roadWins,seasonId,shootoutLosses,shootoutWins,streakCode,streakCount,teamCommonName_default,ties,waiversSequence,wildcardSequence,winPctg,wins,placeName_fr,teamCommonName_fr
20242025,Central,Western,0,Winnipeg Jets,WPG,https://assets.nhle.com/logos/nhl/svg/WPG_light.svg,p,W,2,6,1,1,2025-04-17,C,1,3,1,1,2,82,86,0.0104878,191,277,0.033780489999999996,41,58,81,139,7,4,64,30,25,0,30,10,9,19,28,3,0,14,6,5,0,7,2,9,3,1,22,4,Winnipeg,0.707317,116,0.658537,54,0.52439,43,41,28,110,138,15,0,52,24,18,0,26,20242025,1,2,W,1,Jets,0,32,0,0.682927,56,,
20242025,Metropolitan,Eastern,0,Washington Capitals,WSH,https://assets.nhle.com/logos/nhl/svg/WSH_secondary_light.svg,z,E,3,12,1,1,2025-04-17,M,2,6,1,1,2,82,56,0.006829269999999999,232,288,0.03512195,41,34,119,153,9,6,58,24,22,0,26,10,-17,44,27,6,0,8,3,3,0,4,7,24,1,2,22,9,Washington,0.676829,111,0.597561,49,0.52439,43,41,22,113,135,13,3,53,25,21,0,25,20242025,3,2,L,1,Capitals,0,31,0,0.621951,51,,
20242025,Pacific,Western,0,Vegas Golden Knights,VGK,https://assets.nhle.com/logos/nhl/svg/VGK_light.svg,y,W,3,7,3,2,2025-04-17,P,2,4,1,1,2,82,56,0.006829269999999999,219,275,0.03353659,41,47,100,147,9,3,61,29,28,0,29,10,3,25,28,2,2,14,6,5,0,6,5,11,5,3,22,10,Vegas,0.670732,110,0.597561,49,0.560976,46,41,9,119,128,13,7,49,20,18,0,21,20242025,5,1,W,1,Golden Knights,0,30,0,0.609756,50,,
20242025,Atlantic,Eastern,0,Toronto Maple Leafs,TOR,https://assets.nhle.com/logos/nhl/svg/TOR_light.svg,y,E,7,1,2,2,2025-04-17,A,4,1,1,1,2,82,37,0.0045122,231,268,0.03268293,41,25,104,129,13,1,55,27,22,0,27,10,17,15,32,1,0,18,9,6,0,9,11,1,2,4,26,4,Toronto,0.658537,108,0.621951,51,0.5,41,41,12,127,139,13,3,53,24,19,0,25,20242025,2,1,W,5,Maple Leafs,0,29,0,0.634146,52,,
20242025,Central,Western,0,Dallas Stars,DAL,https://assets.nhle.com/logos/nhl/svg/DAL_light.svg,x,W,4,13,7,3,2025-04-17,C,2,7,4,2,2,82,53,0.00646341,224,277,0.033780489999999996,41,38,103,141,10,3,59,27,22,0,28,10,-6,37,31,5,2,8,3,3,0,3,6,25,10,5,26,6,Dallas,0.646341,106,0.585366,48,0.5,41,41,15,121,136,16,3,47,21,19,0,22,20242025,2,2,L,4,Stars,0,28,0,0.609756,50,,
20242025,Pacific,Western,0,Los Angeles Kings,LAK,https://assets.nhle.com/logos/nhl/svg/LAK_light.svg,x,W,1,1,11,4,2025-04-17,P,1,1,5,2,2,82,44,0.00536585,206,250,0.0304878,41,59,84,143,6,4,66,30,27,0,31,10,22,21,43,2,0,16,8,8,0,8,1,2,18,6,25,9,Los Angeles,0.640244,105,0.573171,47,0.52439,43,41,-15,122,107,19,5,39,17,16,0,17,20242025,3,1,L,1,Kings,0,27,0,0.585366,48,,
20242025,Atlantic,Eastern,0,Tampa Bay Lightning,TBL,https://assets.nhle.com/logos/nhl/svg/TBL_light.svg,x,E,2,7,7,3,2025-04-17,A,1,6,4,2,2,82,75,0.00914634,219,294,0.03585366,41,68,93,161,8,4,62,28,27,0,29,10,8,27,35,2,3,13,5,5,0,5,4,14,17,7,27,8,Tampa Bay,0.621951,102,0.54878,45,0.5,41,41,7,126,133,19,4,40,17,14,0,18,20242025,3,2,L,1,Lightning,0,26,0,0.573171,47,,
20242025,Central,Western,0,Colorado Avalanche,COL,https://assets.nhle.com/logos/nhl/svg/COL_light.svg,x,W,5,9,6,5,2025-04-17,C,3,5,3,3,2,82,43,0.0052439,234,277,0.033780489999999996,41,30,115,145,12,3,55,24,19,0,26,10,5,28,33,4,1,11,3,3,0,5,12,19,9,8,29,4,Colorado,0.621951,102,0.54878,45,0.487805,40,41,13,119,132,17,1,47,21,21,0,23,20242025,3,4,W,1,Avalanche,0,25,0,0.597561,49,,
20242025,Pacific,Western,0,Edmonton Oilers,EDM,https://assets.nhle.com/logos/nhl/svg/EDM_light.svg,x,W,6,4,4,6,2025-04-17,P,3,3,2,3,2,82,23,0.00280488,236,259,0.03158537,41,13,121,134,13,3,53,25,18,0,25,10,3,23,26,3,0,14,7,6,0,7,13,7,7,9,29,5,Edmonton,0.615854,101,0.585366,48,0.439024,36,41,10,115,125,16,2,48,23,18,0,23,20242025,1,0,W,1,Oilers,0,24,0,0.585366,48,,
20242025,Metropolitan,Eastern,0,Carolina Hurricanes,CAR,https://assets.nhle.com/logos/nhl/svg/CAR_light.svg,x,E,1,15,11,4,2025-04-17,M,1,8,5,2,2,82,33,0.00402439,233,266,0.03243902,41,54,101,155,9,1,63,31,29,0,31,10,-7,41,34,6,1,7,3,3,0,3,3,29,22,10,30,5,Carolina,0.603659,99,0.573171,47,0.512195,42,41,-21,132,111,21,4,36,16,13,0,16,20242025,3,0,L,3,Hurricanes,0,23,0,0.573171,47,Caroline,
20242025,Atlantic,Eastern,0,Florida Panthers,FLA,https://assets.nhle.com/logos/nhl/svg/FLA_light.svg,x,E,6,16,5,5,2025-04-17,A,3,8,2,3,2,82,29,0.00353659,223,252,0.03073171,41,31,99,130,12,2,56,23,20,0,27,10,-8,29,21,6,1,7,2,2,0,3,10,30,15,11,31,4,Florida,0.597561,98,0.5,41,0.45122,37,41,-2,124,122,19,2,42,18,17,0,20,20242025,0,6,L,2,Panthers,0,22,0,0.573171,47,Floride,
20242025,Atlantic,Eastern,0,Ottawa Senators,OTT,https://assets.nhle.com/logos/nhl/svg/OTT_light.svg,x,E,4,4,6,6,2025-04-17,A,2,3,3,4,2,82,9,0.00109756,234,243,0.029634149999999998,41,26,113,139,11,3,57,26,21,0,27,10,6,26,32,2,2,14,6,5,0,6,8,10,16,12,30,7,Ottawa,0.591463,97,0.536585,44,0.426829,35,41,-17,121,104,19,4,40,18,14,0,18,20242025,2,1,W,1,Senators,0,21,1,0.54878,45,,Sénateurs
20242025,Central,Western,0,Minnesota Wild,MIN,https://assets.nhle.com/logos/nhl/svg/MIN_light.svg,x,W,9,8,2,7,2025-04-17,C,5,4,2,4,2,82,-11,-0.0013414599999999998,239,228,0.02780488,41,-13,124,111,17,2,46,21,15,0,22,10,-3,35,32,3,2,12,5,1,0,5,21,15,4,13,30,7,Minnesota,0.591463,97,0.512195,42,0.402439,33,41,2,115,117,13,5,51,21,18,0,23,20242025,3,3,W,2,Wild,0,20,1,0.54878,45,,
20242025,Central,Western,0,St. Louis Blues,STL,https://assets.nhle.com/logos/nhl/svg/STL_light.svg,x,W,8,3,9,8,2025-04-17,C,4,1,6,5,2,82,21,0.00256098,233,254,0.030975609999999997,41,24,110,134,14,3,51,22,18,0,24,10,11,25,36,2,1,15,7,5,0,7,16,5,12,14,30,8,St. Louis,0.585366,96,0.487805,40,0.390244,32,41,-3,123,120,16,5,45,18,14,0,20,20242025,2,4,W,1,Blues,0,19,2,0.536585,44,,
20242025,Pacific,Western,0,Calgary Flames,CGY,https://assets.nhle.com/logos/nhl/svg/CGY_light.svg,e,W,7,2,10,9,2025-04-17,P,4,2,4,4,2,82,-13,-0.00158537,238,225,0.027439019999999998,41,9,113,122,12,6,52,19,18,0,23,10,11,24,35,1,2,16,5,5,0,7,14,4,14,15,27,14,Calgary,0.585366,96,0.439024,36,0.378049,31,41,-22,125,103,15,8,44,17,13,0,18,20242025,2,5,W,4,Flames,0,18,3,0.5,41,,
20242025,Metropolitan,Eastern,0,New Jersey Devils,NJD,https://assets.nhle.com/logos/nhl/svg/NJD_light.svg,x,E,13,11,3,7,2025-04-17,M,5,5,2,3,2,82,20,0.00243902,222,242,0.029512200000000002,41,5,113,118,17,5,43,18,17,0,19,10,-4,32,28,5,0,10,4,3,0,5,24,21,6,16,33,7,New Jersey,0.554878,91,0.487805,40,0.439024,36,41,15,109,124,16,2,48,22,19,0,23,20242025,2,2,L,1,Devils,0,17,0,0.512195,42,,
20242025,Atlantic,Eastern,0,Montréal Canadiens,MTL,https://assets.nhle.com/logos/nhl/svg/MTL_light.svg,x,E,8,2,8,8,2025-04-17,A,5,2,5,5,2,82,-20,-0.00243902,265,245,0.02987805,41,-1,126,125,12,6,52,22,16,0,23,10,8,21,29,1,2,16,7,6,0,7,15,3,19,17,31,11,Montréal,0.554878,91,0.463415,38,0.365854,30,41,-19,139,120,19,5,39,16,14,0,17,20242025,4,2,W,1,Canadiens,0,16,2,0.487805,40,,
20242025,Pacific,Western,0,Vancouver Canucks,VAN,https://assets.nhle.com/logos/nhl/svg/VAN_light.svg,e,W,13,11,5,10,2025-04-17,P,6,6,3,5,2,82,-17,-0.00207317,253,236,0.02878049,41,-16,128,112,16,8,42,17,16,0,17,10,-4,34,30,4,2,10,4,2,0,4,27,22,8,18,30,14,Vancouver,0.54878,90,0.426829,35,0.341463,28,41,-1,125,124,14,6,48,18,12,0,21,20242025,2,3,L,1,Canucks,0,15,4,0.463415,38,,
20242025,Central,Western,0,Utah Hockey Club,UTA,https://assets.nhle.com/logos/nhl/svg/UTA_light.svg,e,W,11,5,8,11,2025-04-17,C,6,2,5,6,2,82,-10,-0.00121951,251,241,0.029390239999999998,41,-1,119,118,15,8,44,18,15,0,18,10,11,27,38,2,2,14,6,6,0,6,23,8,11,19,31,13,Utah,0.542683,89,0.45122,37,0.365854,30,41,-9,132,123,16,5,45,19,15,0,20,20242025,4,1,L,1,Utah Hockey Club,0,14,5,0.463415,38,,Club de hockey de l'Utah
20242025,Metropolitan,Eastern,0,Columbus Blue Jackets,CBJ,https://assets.nhle.com/logos/nhl/svg/CBJ_light.svg,e,E,5,3,14,9,2025-04-17,M,3,1,8,4,2,82,5,0.00060976,268,273,0.03329268,41,41,124,165,10,5,57,22,20,0,26,10,13,26,39,3,0,14,7,7,0,7,9,6,27,20,33,9,Columbus,0.542683,89,0.414634,34,0.365854,30,41,-36,144,108,23,4,32,12,10,0,14,20242025,1,6,W,6,Blue Jackets,0,13,3,0.487805,40,,
20242025,Atlantic,Eastern,0,Detroit Red Wings,DET,https://assets.nhle.com/logos/nhl/svg/DET_light.svg,e,E,10,5,10,10,2025-04-17,A,7,4,6,6,2,82,-21,-0.00256098,259,238,0.02902439,41,3,125,128,16,3,47,22,19,0,22,10,2,28,30,2,2,14,6,5,0,6,18,12,21,21,35,8,Detroit,0.52439,86,0.439024,36,0.365854,30,41,-24,134,110,19,5,39,14,11,0,17,20242025,0,3,OT,1,Red Wings,0,12,4,0.47561,39,,
